scenario_id,generator,condition,direction,output_len,kc_graph_score,n_nodes,n_edges,mean_degree,kc_gzip_score,kc_graph_mdl,kc_struct_entropy
dd_17165,gpt-4o,baseline_io,0,441,14.25,8,5,1.25,277,0.654865,1.332179
dd_16120,gpt-4o,standard_cot,-1,2763,33.0476,21,11,1.0476,1295,0.70364,2.271869
dd_1656,gpt-4o,narrative_cot,1,6509,39.1667,24,14,1.1667,2885,0.674964,2.441015
dd_1656,gpt-4o,standard_cot,-1,2968,38.0833,24,13,1.0833,1409,0.73261,2.458311
dd_17455,gpt-4o,baseline_io,0,416,13.0,8,4,1.0,266,0.630964,1.386294
dd_17165,gpt-4o,standard_cot,-1,3038,34.0,22,11,1.0,1373,0.700861,2.397895
dd_17165,gpt-4o,narrative_cot,1,7444,33.0476,21,11,1.0476,3178,0.625436,2.397895
dd_17792,gpt-4o,baseline_io,0,493,19.2727,11,7,1.2727,308,0.735884,1.747868
dd_18656,gpt-4o,baseline_io,0,378,13.4286,7,5,1.4286,245,0.651988,1.332179
dd_17455,gpt-4o,narrative_cot,1,5537,42.037,27,14,1.037,2392,0.700775,2.540036
dd_17792,gpt-4o,standard_cot,-1,2913,40.25,24,15,1.25,1321,0.751066,2.615631
dd_17792,gpt-4o,narrative_cot,1,5999,41.0769,26,14,1.0769,2741,0.69014,2.540036
dd_18935,gpt-4o,baseline_io,0,579,16.0,10,5,1.0,354,0.658437,1.609438
dd_18656,gpt-4o,standard_cot,-1,3145,31.1579,19,11,1.1579,1404,0.680496,2.019815
dd_18656,gpt-4o,narrative_cot,1,7392,40.12,25,14,1.12,2882,0.66973,2.441015
dd_18935,gpt-4o,narrative_cot,1,7374,43.2308,26,16,1.2308,3170,0.688205,2.393312
dd_19532,gpt-4o,baseline_io,0,516,13.0,8,4,1.0,321,0.609257,1.386294
dd_19532,gpt-4o,standard_cot,-1,4019,41.0769,26,14,1.0769,1725,0.723444,2.540036
dd_19968,gpt-4o,baseline_io,0,347,10.0,6,3,1.0,221,0.569393,1.098612
dd_18935,gpt-4o,standard_cot,-1,2872,41.2,25,15,1.2,1329,0.757328,2.338372
dd_17455,gpt-4o,standard_cot,-1,3155,38.0833,24,13,1.0833,1440,0.727056,2.311423
dd_19532,gpt-4o,narrative_cot,1,6961,47.1724,29,17,1.1724,2939,0.711055,2.557794
dd_19968,gpt-4o,narrative_cot,1,5885,52.1875,32,19,1.1875,2647,0.747925,2.524546
dd_20184,gpt-4o,baseline_io,0,519,25.2,15,9,1.2,323,0.811531,2.197225
dd_19968,gpt-4o,standard_cot,-1,3689,55.1765,34,20,1.1765,1592,0.803551,2.622996
dd_20184,gpt-4o,narrative_cot,1,7541,33.0476,21,11,1.0476,3024,0.624529,2.397895
dd_20431,gpt-4o,baseline_io,0,262,12.1429,7,4,1.1429,192,0.66202,1.039721
dd_20184,gpt-4o,standard_cot,-1,2711,34.0,22,11,1.0,1247,0.710953,2.397895
dd_20446,gpt-4o,baseline_io,0,417,13.0,8,4,1.0,257,0.630714,1.386294
dd_20431,gpt-4o,standard_cot,-1,2249,39.04,25,13,1.04,1029,0.76401,2.564949
dd_20431,gpt-4o,narrative_cot,1,6202,33.2,20,12,1.2,2862,0.642346,2.022809
dd_2068,gpt-4o,baseline_io,0,436,15.1111,9,5,1.1111,270,0.673419,1.609438
dd_20446,gpt-4o,standard_cot,-1,3180,36.0435,23,12,1.0435,1292,0.712094,2.369382
dd_20446,gpt-4o,narrative_cot,1,6382,52.0,34,17,1.0,2695,0.735696,2.833213
dd_20717,gpt-4o,baseline_io,0,356,18.0909,11,6,1.0909,233,0.753831,1.791759
dd_2068,gpt-4o,narrative_cot,1,8140,28.1765,17,10,1.1765,3557,0.587281,1.834372
dd_2068,gpt-4o,standard_cot,-1,3707,45.2593,27,17,1.2593,1696,0.757166,2.67012
dd_21165,gpt-4o,baseline_io,0,293,14.25,8,5,1.25,205,0.701844,1.609438
dd_20717,gpt-4o,narrative_cot,1,7524,43.2308,26,16,1.2308,3179,0.686652,2.772589
dd_21165,gpt-4o,narrative_cot,1,6135,33.2,20,12,1.2,2693,0.643146,2.138333
dd_2288,gpt-4o,baseline_io,0,364,17.2,10,6,1.2,242,0.736251,1.242453
dd_20717,gpt-4o,standard_cot,-1,3473,46.4615,26,19,1.4615,1470,0.771682,2.40616
dd_21165,gpt-4o,standard_cot,-1,3457,34.1429,21,12,1.1429,1486,0.694119,2.484907
dd_23322,gpt-4o,baseline_io,0,671,23.1429,14,8,1.1429,377,0.753469,1.906155
dd_23530,gpt-4o,baseline_io,0,437,12.1429,7,4,1.1429,272,0.606502,1.386294
dd_2288,gpt-4o,standard_cot,-1,3093,29.1111,18,10,1.1111,1403,0.664699,2.302585
dd_23322,gpt-4o,narrative_cot,1,7840,50.1613,31,18,1.1613,3289,0.714853,2.366289
dd_23322,gpt-4o,standard_cot,-1,3868,39.04,25,13,1.04,1697,0.713876,2.564949
dd_23534,gpt-4o,baseline_io,0,339,22.0,14,7,1.0,239,0.821331,1.94591
dd_23530,gpt-4o,standard_cot,-1,3744,37.0,24,12,1.0,1627,0.702929,2.484907
dd_2288,gpt-4o,narrative_cot,1,5956,47.1724,29,17,1.1724,2581,0.723808,2.751667
dd_23574,gpt-4o,baseline_io,0,584,17.2,10,6,1.2,354,0.681744,1.791759
dd_23530,gpt-4o,narrative_cot,1,6117,41.3333,24,16,1.3333,2699,0.694127,1.836422
dd_24304,gpt-4o,baseline_io,0,191,8.5,4,3,1.5,151,0.569802,-0.0
dd_23534,gpt-4o,standard_cot,-1,3787,50.2667,30,19,1.2667,1703,0.780344,2.625048
dd_23534,gpt-4o,narrative_cot,1,6343,46.2143,28,17,1.2143,2765,0.714732,2.67012
dd_23574,gpt-4o,narrative_cot,1,6395,38.0833,24,13,1.0833,2734,0.668452,2.311423
dd_24405,gpt-4o,baseline_io,0,155,8.5,4,3,1.5,129,0.593231,-0.0
dd_23574,gpt-4o,standard_cot,-1,3315,45.0345,29,15,1.0345,1518,0.761583,2.70805
dd_24304,gpt-4o,narrative_cot,1,5892,46.0,30,15,1.0,2705,0.714918,2.70805
dd_24408,gpt-4o,baseline_io,0,348,12.1429,7,4,1.1429,240,0.630031,1.386294
dd_24304,gpt-4o,standard_cot,-1,3697,47.2857,28,18,1.2857,1605,0.768267,2.351257
dd_24405,gpt-4o,narrative_cot,1,5130,46.0,30,15,1.0,2295,0.726505,2.70805
dd_24405,gpt-4o,standard_cot,-1,2040,41.4783,23,17,1.4783,981,0.796256,1.696684
dd_24408,gpt-4o,narrative_cot,1,6126,43.36,25,17,1.36,2767,0.705062,2.088502
dd_24408,gpt-4o,standard_cot,-1,3830,58.2571,35,22,1.2571,1766,0.814339,2.476354
dd_24774,gpt-4o,baseline_io,0,358,15.1111,9,5,1.1111,239,0.695924,1.609438
dd_24541,gpt-4o,baseline_io,0,332,12.1429,7,4,1.1429,229,0.635122,1.039721
dd_24541,gpt-4o,narrative_cot,1,6822,42.037,27,14,1.037,2954,0.684211,2.540036
dd_24541,gpt-4o,standard_cot,-1,2945,49.3103,29,19,1.3103,1359,0.800797,2.552085
dd_24774,gpt-4o,standard_cot,-1,3105,33.3684,19,13,1.3684,1381,0.700749,2.098147
dd_24774,gpt-4o,narrative_cot,1,6173,33.3684,19,13,1.3684,2716,0.645592,1.585771
dd_25109,gpt-4o,narrative_cot,1,5767,40.25,24,15,1.25,2541,0.691849,2.245952
dd_25448,gpt-4o,baseline_io,0,687,21.0769,13,7,1.0769,399,0.722169,1.94591
dd_25109,gpt-4o,standard_cot,-1,3864,48.1333,30,17,1.1333,1690,0.765687,2.751667
dd_25698,gpt-4o,baseline_io,0,480,21.0769,13,7,1.0769,296,0.764022,1.94591
dd_25448,gpt-4o,standard_cot,-1,3957,40.12,25,14,1.12,1681,0.720245,2.441015
dd_25448,gpt-4o,narrative_cot,1,7206,39.04,25,13,1.04,2918,0.663884,2.564949
dd_25109,gpt-4o,baseline_io,0,505,16.3333,9,6,1.3333,307,0.682321,1.56071
dd_26556,gpt-4o,baseline_io,0,1145,21.0769,13,7,1.0769,621,0.669858,1.94591
dd_25698,gpt-4o,standard_cot,-1,4424,36.3333,21,14,1.3333,1844,0.690777,2.106577
dd_25698,gpt-4o,narrative_cot,1,6141,59.1351,37,21,1.1351,2786,0.771375,2.595309
dd_27271,gpt-4o,baseline_io,0,686,26.3333,15,10,1.3333,412,0.791522,2.163956
dd_26556,gpt-4o,narrative_cot,1,7649,34.1429,21,12,1.1429,3200,0.632487,2.094729
dd_26556,gpt-4o,standard_cot,-1,4238,54.2121,33,20,1.2121,1855,0.786736,2.787788
dd_27668,gpt-4o,baseline_io,0,269,11.3333,6,4,1.3333,198,0.635063,1.386294
dd_27271,gpt-4o,narrative_cot,1,6745,47.2857,28,18,1.2857,3030,0.715884,2.13524
dd_27271,gpt-4o,standard_cot,-1,3448,59.0526,38,20,1.0526,1587,0.823498,2.995732
dd_27668,gpt-4o,narrative_cot,1,6655,32.1,20,11,1.1,2940,0.628111,2.145842
dd_28339,gpt-4o,baseline_io,0,481,17.2,10,6,1.2,309,0.703115,1.56071
dd_27668,gpt-4o,standard_cot,-1,3067,31.0,20,10,1.0,1359,0.677864,2.302585
dd_28341,gpt-4o,baseline_io,0,1039,24.0667,15,8,1.0667,580,0.715392,1.906155
dd_28339,gpt-4o,narrative_cot,1,7037,38.2174,23,14,1.2174,3093,0.664415,2.205598
dd_28550,gpt-4o,baseline_io,0,454,12.1429,7,4,1.1429,273,0.602729,1.386294
dd_28341,gpt-4o,standard_cot,-1,4052,38.2174,23,14,1.2174,1760,0.708553,2.168223
dd_28341,gpt-4o,narrative_cot,1,7419,30.0526,19,10,1.0526,2994,0.605214,2.163956
dd_28339,gpt-4o,standard_cot,-1,3347,59.0526,38,20,1.0526,1521,0.826514,2.926418
dd_29132,gpt-4o,baseline_io,0,484,16.0,10,5,1.0,312,0.677483,1.609438
dd_28550,gpt-4o,narrative_cot,1,6348,30.2222,18,11,1.2222,2648,0.620068,2.098274
dd_28550,gpt-4o,standard_cot,-1,4613,35.0909,22,12,1.0909,1936,0.67566,2.369382
dd_29132,gpt-4o,narrative_cot,1,6176,38.0833,24,13,1.0833,2792,0.67112,2.458311
dd_29184,gpt-4o,baseline_io,0,539,16.0,10,5,1.0,348,0.665916,1.609438
dd_29132,gpt-4o,standard_cot,-1,3888,39.1667,24,14,1.1667,1802,0.717033,2.205598
dd_29184,gpt-4o,standard_cot,-1,3472,32.1,20,11,1.1,1582,0.678227,2.397895
dd_29465,gpt-4o,baseline_io,0,472,16.3333,9,6,1.3333,284,0.689792,1.56071
dd_29184,gpt-4o,narrative_cot,1,6653,39.04,25,13,1.04,2812,0.669905,2.564949
dd_29978,gpt-4o,baseline_io,0,610,17.2,10,6,1.2,373,0.677122,1.791759
dd_29465,gpt-4o,narrative_cot,1,6717,50.1613,31,18,1.1613,3031,0.727392,2.443306
dd_30143,gpt-4o,baseline_io,0,551,21.0769,13,7,1.0769,328,0.747361,1.747868
dd_29978,gpt-4o,standard_cot,-1,4870,39.1667,24,14,1.1667,2227,0.69802,2.143952
dd_29978,gpt-4o,narrative_cot,1,7321,42.1538,26,15,1.1538,3236,0.68195,2.303488
dd_29465,gpt-4o,standard_cot,-1,4431,62.2105,38,23,1.2105,1947,0.814807,2.992197
dd_30340,gpt-4o,baseline_io,0,216,16.0,10,5,1.0,160,0.778761,1.609438
dd_30143,gpt-4o,narrative_cot,1,6225,39.04,25,13,1.04,2745,0.675003,2.564949
dd_30143,gpt-4o,standard_cot,-1,3539,38.3636,22,15,1.3636,1567,0.722977,2.211069
dd_30352,gpt-4o,baseline_io,0,496,24.2857,14,9,1.2857,318,0.807049,2.197225
dd_30340,gpt-4o,narrative_cot,1,5962,46.0,30,15,1.0,2671,0.713947,2.70805
dd_30340,gpt-4o,standard_cot,-1,2757,52.0,34,17,1.0,1289,0.813621,2.833213
dd_32489,gpt-4o,baseline_io,0,776,24.0667,15,8,1.0667,462,0.746729,2.079442
dd_30352,gpt-4o,standard_cot,-1,4666,47.2857,28,18,1.2857,2005,0.747104,2.447151
dd_30352,gpt-4o,narrative_cot,1,6793,49.3103,29,19,1.3103,3017,0.724964,2.278118
dd_33126,gpt-4o,baseline_io,0,736,27.0588,17,9,1.0588,455,0.786503,2.197225
dd_32489,gpt-4o,standard_cot,-1,3476,42.1538,26,15,1.1538,1570,0.744234,2.70805
dd_33409,gpt-4o,baseline_io,0,621,15.1111,9,5,1.1111,374,0.636466,1.609438
dd_32489,gpt-4o,narrative_cot,1,7457,46.1034,29,16,1.1034,2941,0.699157,2.599302
dd_33126,gpt-4o,narrative_cot,1,5349,42.1538,26,15,1.1538,2505,0.706876,2.338372
dd_33470,gpt-4o,baseline_io,0,678,22.0,14,7,1.0,406,0.734208,1.94591
dd_33409,gpt-4o,narrative_cot,1,6119,34.3,20,13,1.3,2681,0.651838,2.351673
dd_33126,gpt-4o,standard_cot,-1,3368,66.1707,41,24,1.1707,1569,0.856467,2.845638
dd_33409,gpt-4o,standard_cot,-1,3788,53.4667,30,22,1.4667,1624,0.797281,2.473208
dd_34029,gpt-4o,baseline_io,0,426,17.2,10,6,1.2,283,0.71718,1.56071
dd_33470,gpt-4o,narrative_cot,1,7382,40.0,26,13,1.0,3178,0.666323,2.564949
dd_33470,gpt-4o,standard_cot,-1,3547,51.125,32,18,1.125,1598,0.787966,2.736339
dd_34930,gpt-4o,baseline_io,0,367,15.1111,9,5,1.1111,233,0.693007,1.332179
dd_35156,gpt-4o,baseline_io,0,284,11.3333,6,4,1.3333,204,0.628988,1.386294
dd_34029,gpt-4o,standard_cot,-1,3748,45.0345,29,15,1.0345,1655,0.750225,2.615631
dd_34029,gpt-4o,narrative_cot,1,6410,37.2727,22,14,1.2727,2792,0.666632,1.965237
dd_34930,gpt-4o,standard_cot,-1,3675,40.25,24,15,1.25,1521,0.729814,2.118649
dd_34930,gpt-4o,narrative_cot,1,6280,45.1429,28,16,1.1429,2637,0.709012,2.393312
dd_35156,gpt-4o,narrative_cot,1,5983,46.0,30,15,1.0,2735,0.713658,2.70805
dd_35542,gpt-4o,baseline_io,0,476,18.0909,11,6,1.0909,302,0.718412,1.791759
dd_35156,gpt-4o,standard_cot,-1,2387,43.36,25,17,1.36,1125,0.790473,2.507026
dd_36686,gpt-4o,baseline_io,0,565,19.2727,11,7,1.2727,322,0.720088,1.475076
dd_35542,gpt-4o,narrative_cot,1,6538,39.04,25,13,1.04,2892,0.671234,2.458311
dd_36686,gpt-4o,narrative_cot,1,6507,39.04,25,13,1.04,2845,0.671597,2.458311
dd_37016,gpt-4o,baseline_io,0,314,13.0,8,4,1.0,209,0.661732,1.386294
dd_36686,gpt-4o,standard_cot,-1,4013,40.12,25,14,1.12,1759,0.719026,2.540036
dd_37016,gpt-4o,standard_cot,-1,3827,47.2857,28,18,1.2857,1619,0.76505,2.197225
dd_37404,gpt-4o,baseline_io,0,815,25.2,15,9,1.2,480,0.75699,2.043192
dd_37016,gpt-4o,narrative_cot,1,7458,51.2258,31,19,1.2258,3313,0.724609,2.72555
dd_37404,gpt-4o,narrative_cot,1,6400,41.0769,26,14,1.0769,2912,0.685046,2.540036
dd_37490,gpt-4o,baseline_io,0,460,17.2,10,6,1.2,285,0.708222,1.242453
dd_37404,gpt-4o,standard_cot,-1,4103,49.2,30,18,1.2,1790,0.766664,2.370135
dd_35542,gpt-4o,standard_cot,-1,3912,60.0256,39,20,1.0256,1723,0.813993,2.926418
dd_37725,gpt-4o,baseline_io,0,423,12.1429,7,4,1.1429,266,0.609759,1.386294
dd_37490,gpt-4o,narrative_cot,1,7221,35.0909,22,12,1.0909,3250,0.641589,2.484907
dd_3811,gpt-4o,baseline_io,0,519,22.2308,13,8,1.2308,312,0.773331,1.906155
dd_37490,gpt-4o,standard_cot,-1,3100,51.2258,31,19,1.2258,1364,0.803717,2.333197
dd_37725,gpt-4o,standard_cot,-1,2590,44.0714,28,15,1.0714,1153,0.781176,2.523211
dd_37725,gpt-4o,narrative_cot,1,6307,47.1724,29,17,1.1724,2736,0.719071,2.507026
dd_38395,gpt-4o,baseline_io,0,463,15.5,8,6,1.5,297,0.67479,1.56071
dd_3811,gpt-4o,standard_cot,-1,3516,46.0,30,15,1.0,1589,0.76011,2.70805
dd_3811,gpt-4o,narrative_cot,1,6914,37.0,24,12,1.0,2989,0.654172,2.484907
dd_38858,gpt-4o,baseline_io,0,321,15.5,8,6,1.5,220,0.717482,1.791759
dd_38395,gpt-4o,narrative_cot,1,6446,50.1613,31,18,1.1613,2782,0.730807,2.630253
dd_38395,gpt-4o,standard_cot,-1,3443,40.0,26,13,1.0,1510,0.72871,2.564949
dd_39199,gpt-4o,baseline_io,0,324,13.0,8,4,1.0,217,0.658157,1.386294
dd_38858,gpt-4o,standard_cot,-1,2983,31.0,20,10,1.0,1318,0.680215,2.302585
dd_38858,gpt-4o,narrative_cot,1,6367,49.0,32,16,1.0,2700,0.72265,2.772589
dd_39199,gpt-4o,narrative_cot,1,6153,33.0476,21,11,1.0476,2723,0.639088,2.271869
dd_39199,gpt-4o,standard_cot,-1,2303,29.1111,18,10,1.1111,1100,0.69001,2.302585
dd_40622,gpt-4o,baseline_io,0,298,15.1111,9,5,1.1111,220,0.71825,1.609438
dd_42086,gpt-4o,baseline_io,0,617,24.0667,15,8,1.0667,383,0.773333,2.079442
dd_40622,gpt-4o,standard_cot,-1,3596,26.125,16,9,1.125,1572,0.627246,1.889159
dd_40622,gpt-4o,narrative_cot,1,6917,49.2,30,18,1.2,3036,0.721388,2.813355
dd_42112,gpt-4o,baseline_io,0,388,26.125,16,9,1.125,251,0.861194,2.043192
dd_42086,gpt-4o,standard_cot,-1,3505,34.0,22,11,1.0,1542,0.688586,2.397895
dd_42185,gpt-4o,baseline_io,0,318,12.1429,7,4,1.1429,221,0.639854,1.386294
dd_42086,gpt-4o,narrative_cot,1,6575,51.125,32,18,1.125,2950,0.73266,2.813355
dd_42112,gpt-4o,narrative_cot,1,6539,42.1538,26,15,1.1538,2759,0.690717,2.303488
dd_42112,gpt-4o,standard_cot,-1,3103,41.2,25,15,1.2,1366,0.750044,2.395908
dd_42468,gpt-4o,baseline_io,0,540,20.1667,12,7,1.1667,339,0.737976,1.475076
dd_42185,gpt-4o,standard_cot,-1,3473,44.0714,28,15,1.0714,1591,0.753077,2.523211
dd_42521,gpt-4o,baseline_io,0,554,18.0909,11,6,1.0909,333,0.701193,1.56071
dd_42185,gpt-4o,narrative_cot,1,6151,54.1176,34,19,1.1176,2747,0.75088,2.625048
dd_42468,gpt-4o,narrative_cot,1,7881,37.1304,23,13,1.1304,3413,0.648338,2.245035
dd_42468,gpt-4o,standard_cot,-1,3528,55.2727,33,21,1.2727,1559,0.810086,2.557508
dd_42521,gpt-4o,narrative_cot,1,7178,36.1818,22,13,1.1818,3051,0.650367,2.138397
dd_42521,gpt-4o,standard_cot,-1,3142,45.2593,27,17,1.2593,1425,0.772709,2.15006
dd_42860,gpt-4o,narrative_cot,1,6345,43.2308,26,16,1.2308,2835,0.700016,2.426015
dd_42860,gpt-4o,standard_cot,-1,3005,44.0714,28,15,1.0714,1465,0.766684,2.523211
dd_43164,gpt-4o,baseline_io,0,599,16.0,10,5,1.0,382,0.654948,1.609438
dd_43621,gpt-4o,baseline_io,0,289,12.1429,7,4,1.1429,213,0.65061,1.386294
dd_43164,gpt-4o,narrative_cot,1,5184,34.1429,21,12,1.1429,2253,0.661247,2.253858
dd_42860,gpt-4o,baseline_io,0,387,15.1111,9,5,1.1111,250,0.686855,1.332179
dd_43164,gpt-4o,standard_cot,-1,2235,32.2632,19,12,1.2632,1059,0.721001,2.094729
dd_4447,gpt-4o,baseline_io,0,542,19.6,10,8,1.6,323,0.729719,1.732868
dd_43621,gpt-4o,standard_cot,-1,3400,49.0968,31,17,1.0968,1554,0.781634,2.67012
dd_43621,gpt-4o,narrative_cot,1,5031,50.2667,30,19,1.2667,2308,0.754346,2.156088
dd_45919,gpt-4o,baseline_io,0,331,10.0,6,3,1.0,222,0.57401,1.098612
dd_46372,gpt-4o,baseline_io,0,353,12.1429,7,4,1.1429,236,0.628504,1.386294
dd_4447,gpt-4o,standard_cot,-1,4243,58.0811,37,20,1.0811,1863,0.79994,2.857103
dd_4447,gpt-4o,narrative_cot,1,6335,46.0,30,15,1.0,2860,0.708999,2.70805
dd_45919,gpt-4o,narrative_cot,1,6046,43.1111,27,15,1.1111,2769,0.701111,2.430791
dd_47246,gpt-4o,baseline_io,0,171,10.0,6,3,1.0,140,0.647345,1.098612
dd_46372,gpt-4o,standard_cot,-1,1934,27.25,16,10,1.25,958,0.691227,1.834372
dd_45919,gpt-4o,standard_cot,-1,4326,45.3846,26,18,1.3846,1816,0.745319,1.796494
dd_46372,gpt-4o,narrative_cot,1,5424,38.2174,23,14,1.2174,2308,0.684528,1.87116
dd_47246,gpt-4o,standard_cot,-1,1527,18.4,10,7,1.4,823,0.610681,1.747868
dd_47246,gpt-4o,narrative_cot,1,5816,25.2,15,9,1.2,2554,0.58547,1.581094
dd_4744,gpt-4o,baseline_io,0,236,11.3333,6,4,1.3333,172,0.650203,1.039721
dd_4829,gpt-4o,baseline_io,0,495,20.8,10,9,1.8,304,0.757339,1.310784
dd_48722,gpt-4o,baseline_io,0,568,16.0,10,5,1.0,341,0.660425,1.609438
dd_4744,gpt-4o,standard_cot,-1,2910,43.2308,26,16,1.2308,1282,0.768412,2.220025
dd_4829,gpt-4o,standard_cot,-1,4447,34.1429,21,12,1.1429,1893,0.673316,2.253858
dd_4829,gpt-4o,narrative_cot,1,7097,36.0435,23,12,1.0435,2999,0.647641,2.369382
dd_48898,gpt-4o,baseline_io,0,472,19.2727,11,7,1.2727,291,0.741074,1.351784
dd_4744,gpt-4o,narrative_cot,1,8113,49.0968,31,17,1.0968,3318,0.706129,2.588573
dd_48722,gpt-4o,narrative_cot,1,6134,45.2593,27,17,1.2593,2642,0.713454,1.950409
dd_48722,gpt-4o,standard_cot,-1,3620,46.0,30,15,1.0,1503,0.757407,2.70805
dd_48898,gpt-4o,narrative_cot,1,7997,39.3043,23,15,1.3043,3425,0.662143,1.991346
dd_48898,gpt-4o,standard_cot,-1,3477,50.3793,29,20,1.3793,1637,0.790477,2.596834
dd_49700,gpt-4o,baseline_io,0,479,14.25,8,5,1.25,298,0.646116,1.332179
dd_5070,gpt-4o,baseline_io,0,500,15.1111,9,5,1.1111,307,0.658614,1.609438
dd_49700,gpt-4o,narrative_cot,1,6029,35.0909,22,12,1.0909,2704,0.654884,2.210254
dd_49700,gpt-4o,standard_cot,-1,2650,30.2222,18,11,1.2222,1241,0.688768,2.145842
dd_5824,gpt-4o,baseline_io,0,576,18.0909,11,6,1.0909,333,0.696906,1.791759
dd_5070,gpt-4o,standard_cot,-1,3949,40.25,24,15,1.25,1705,0.723478,2.70805
dd_5070,gpt-4o,narrative_cot,1,6950,53.25,32,20,1.25,3101,0.73938,2.787788
dd_6420,gpt-4o,baseline_io,0,463,14.25,8,5,1.25,310,0.649684,1.609438
dd_5824,gpt-4o,narrative_cot,1,6261,47.1724,29,17,1.1724,2786,0.719673,2.588573
dd_5824,gpt-4o,standard_cot,-1,3744,52.2903,31,20,1.2903,1715,0.791215,2.38889
dd_0893,gpt-5.4-nano,baseline_io,0,867,18.0909,11,6,1.0909,539,0.654846,1.791759
dd_6420,gpt-4o,narrative_cot,1,6479,41.2,25,15,1.2,2961,0.687142,2.338372
dd_6420,gpt-4o,standard_cot,-1,4562,58.0811,37,20,1.0811,2005,0.793059,2.995732
dd_0922,gpt-5.4-nano,baseline_io,0,1879,23.1429,14,8,1.1429,1009,0.650651,1.906155
dd_0893,gpt-5.4-nano,standard_cot,-1,1769,20.1667,12,7,1.1667,980,0.621013,1.94591
dd_0893,gpt-5.4-nano,narrative_cot,1,10811,44.0714,28,15,1.0714,4645,0.661026,2.488328
dd_0922,gpt-5.4-nano,standard_cot,-1,2879,39.1667,24,14,1.1667,1427,0.74407,2.242973
dd_0922,gpt-5.4-nano,narrative_cot,1,10523,43.0,28,14,1.0,4551,0.655985,2.639057
dd_10361,gpt-5.4-nano,baseline_io,0,1907,43.0,28,14,1.0,1025,0.804276,2.639057
dd_10361,gpt-5.4-nano,standard_cot,-1,3271,48.0323,31,16,1.0323,1611,0.778306,2.772589
dd_10361,gpt-5.4-nano,narrative_cot,1,10678,47.0667,30,16,1.0667,4623,0.675634,2.685945
dd_10361,gpt-5.4-nano,standard_cot_verbose,-1,3276,42.037,27,14,1.037,1601,0.7462,2.540036
dd_10450,gpt-5.4-nano,baseline_io,0,2636,42.1538,26,15,1.1538,1361,0.770359,2.615631
dd_10450,gpt-5.4-nano,narrative_cot,1,11052,40.25,24,15,1.25,4751,0.64352,2.153532
dd_1057,gpt-5.4-nano,baseline_io,0,1883,29.1111,18,10,1.1111,1074,0.708424,2.302585
dd_10450,gpt-5.4-nano,standard_cot_verbose,-1,3844,44.0714,28,15,1.0714,1852,0.74382,2.70805
dd_10450,gpt-5.4-nano,standard_cot,-1,3467,42.1538,26,15,1.1538,1731,0.74447,2.488328
dd_1057,gpt-5.4-nano,narrative_cot,1,8855,43.36,25,17,1.36,4035,0.676485,2.15006
dd_1057,gpt-5.4-nano,standard_cot,-1,2566,29.2941,17,11,1.2941,1361,0.684706,1.972247
dd_1057,gpt-5.4-nano,standard_cot_verbose,-1,2301,30.0526,19,10,1.0526,1271,0.696713,2.302585
dd_1057,gpt-5.4-nano,standard_cot_refusal_tuned,-1,2115,36.1818,22,13,1.1818,1139,0.754125,2.311423
dd_11553,gpt-5.4-nano,baseline_io,0,900,21.0769,13,7,1.0769,561,0.693539,1.94591
dd_11553,gpt-5.4-nano,standard_cot,-1,1663,37.1304,23,13,1.1304,907,0.784297,2.564949
dd_11553,gpt-5.4-nano,narrative_cot,1,10232,39.04,25,13,1.04,4364,0.638678,2.564949
dd_11786,gpt-5.4-nano,baseline_io,0,968,25.0,16,8,1.0,594,0.731565,2.079442
dd_11553,gpt-5.4-nano,standard_cot_refusal_tuned,-1,1765,42.037,27,14,1.037,1003,0.807902,2.639057
dd_11553,gpt-5.4-nano,standard_cot_verbose,-1,1376,29.1111,18,10,1.1111,801,0.739151,2.025326
dd_11786,gpt-5.4-nano,narrative_cot,1,9734,45.1429,28,16,1.1429,4307,0.675181,2.512659
dd_11786,gpt-5.4-nano,standard_cot,-1,1882,28.1765,17,10,1.1765,1073,0.701304,2.302585
dd_11786,gpt-5.4-nano,standard_cot_verbose,-1,1514,34.1429,21,12,1.1429,880,0.772342,2.253858
dd_12219,gpt-5.4-nano,standard_cot,-1,2239,39.3043,23,15,1.3043,1090,0.771385,2.430791
dd_12219,gpt-5.4-nano,baseline_io,0,1361,31.1579,19,11,1.1579,734,0.759437,2.271869
dd_12219,gpt-5.4-nano,narrative_cot,1,9023,52.1875,32,19,1.1875,3771,0.712834,2.652588
dd_12219,gpt-5.4-nano,standard_cot_verbose,-1,1574,27.0588,17,9,1.0588,872,0.705372,2.043192
dd_12896,gpt-5.4-nano,narrative_cot,1,10203,33.0476,21,11,1.0476,4482,0.604076,2.397895
dd_12896,gpt-5.4-nano,standard_cot_refusal_tuned,-1,1747,32.1,20,11,1.1,957,0.740592,2.397895
dd_12896,gpt-5.4-nano,standard_cot,-1,3445,57.5,32,24,1.5,1704,0.824482,3.004767
dd_12896,gpt-5.4-nano,baseline_io,0,2072,47.1724,29,17,1.1724,1094,0.823854,2.67012
dd_12936,gpt-5.4-nano,baseline_io,0,917,28.1765,17,10,1.1765,575,0.775156,2.163956
dd_12896,gpt-5.4-nano,standard_cot_verbose,-1,2308,49.5556,27,21,1.5556,1204,0.829387,2.821564
