gen_model,scenario_id,topic_group,axis,value,JSD_vs_origNCoT,JSD_vs_stdCoT
gpt-5.4-nano,dd_29978,religion_custom,temporal_position,future_or_offscreen,0.26715206486017845,0.2346575228035599
gpt-5.4-nano,dd_20717,religion_custom,decision_role,primary_affected,0.6787881102649856,0.20198180736881208
gpt-5.4-nano,dd_20717,religion_custom,decision_role,third_party,0.5688313426532721,0.15101045503026828
gpt-5.4-nano,dd_20717,religion_custom,agency_level,low,0.5964492698010775,0.15974567996183558
gpt-5.4-nano,dd_20717,religion_custom,temporal_position,present,0.6787881102649856,0.20198180736881208
gpt-5.4-nano,dd_20717,religion_custom,temporal_position,future_or_offscreen,0.5688313426532721,0.15101045503026828
gpt-5.4-nano,dd_3811,religion_custom,decision_role,decider,0.31127812445913294,1.0
gpt-5.4-nano,dd_3811,religion_custom,decision_role,primary_affected,0.34019437097369853,0.20949642383433797
gpt-5.4-nano,dd_3811,religion_custom,decision_role,third_party,0.31127812445913294,1.0
gpt-5.4-nano,dd_3811,religion_custom,agency_level,high,0.31127812445913294,1.0
gpt-5.4-nano,dd_3811,religion_custom,agency_level,medium,0.34019437097369853,0.20949642383433797
gpt-5.4-nano,dd_3811,religion_custom,agency_level,low,0.31127812445913294,1.0
gpt-5.4-nano,dd_3811,religion_custom,temporal_position,present,0.24774320997116078,0.47209658978083163
gpt-5.4-nano,dd_3811,religion_custom,temporal_position,future_or_offscreen,0.31127812445913294,1.0
gpt-5.4-nano,dd_28550,religion_custom,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_28550,religion_custom,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_28550,religion_custom,decision_role,third_party,0.2728056020191096,0.2728056020191096
gpt-5.4-nano,dd_28550,religion_custom,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_28550,religion_custom,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_28550,religion_custom,agency_level,low,0.2728056020191096,0.2728056020191096
gpt-5.4-nano,dd_28550,religion_custom,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_28550,religion_custom,temporal_position,future_or_offscreen,0.2728056020191096,0.2728056020191096
gpt-5.4-nano,dd_26556,role_duty_responsibility,decision_role,decider,0.0,0.025462452938692145
gpt-5.4-nano,dd_26556,role_duty_responsibility,decision_role,primary_affected,0.0,0.025462452938692145
gpt-5.4-nano,dd_26556,role_duty_responsibility,decision_role,third_party,0.0,0.025462452938692145
gpt-5.4-nano,dd_26556,role_duty_responsibility,agency_level,high,0.0,0.025462452938692145
gpt-5.4-nano,dd_26556,role_duty_responsibility,agency_level,medium,0.0,0.025462452938692145
gpt-5.4-nano,dd_26556,role_duty_responsibility,agency_level,low,0.0,0.025462452938692145
gpt-5.4-nano,dd_26556,role_duty_responsibility,temporal_position,present,0.0,0.025462452938692145
gpt-5.4-nano,dd_26556,role_duty_responsibility,temporal_position,future_or_offscreen,0.0,0.025462452938692145
gpt-5.4-nano,dd_15538,role_duty_responsibility,decision_role,decider,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_15538,role_duty_responsibility,decision_role,primary_affected,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_15538,role_duty_responsibility,decision_role,third_party,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_15538,role_duty_responsibility,agency_level,high,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_15538,role_duty_responsibility,agency_level,medium,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_15538,role_duty_responsibility,agency_level,low,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_15538,role_duty_responsibility,temporal_position,present,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_15538,role_duty_responsibility,temporal_position,future_or_offscreen,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_30143,role_duty_responsibility,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_30143,role_duty_responsibility,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_30143,role_duty_responsibility,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_30143,role_duty_responsibility,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_30143,role_duty_responsibility,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_30143,role_duty_responsibility,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_30143,role_duty_responsibility,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_30143,role_duty_responsibility,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_42112,role_duty_responsibility,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_42112,role_duty_responsibility,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_42112,role_duty_responsibility,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_42112,role_duty_responsibility,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_42112,role_duty_responsibility,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_42112,role_duty_responsibility,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_42112,role_duty_responsibility,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_42112,role_duty_responsibility,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_29132,role_duty_responsibility,decision_role,decider,0.0520047751190163,0.07939139176829679
gpt-5.4-nano,dd_29132,role_duty_responsibility,decision_role,primary_affected,0.10200477511901632,0.07939139176829679
gpt-5.4-nano,dd_29132,role_duty_responsibility,decision_role,third_party,0.025462452938692145,0.0
gpt-5.4-nano,dd_29132,role_duty_responsibility,agency_level,medium,0.0520047751190163,0.07939139176829679
gpt-5.4-nano,dd_29132,role_duty_responsibility,agency_level,low,0.06262022814920407,0.038554183628227885
gpt-5.4-nano,dd_29132,role_duty_responsibility,temporal_position,present,0.06756868134197294,0.07939139176829679
gpt-5.4-nano,dd_29132,role_duty_responsibility,temporal_position,future_or_offscreen,0.025462452938692145,0.0
gpt-5.4-nano,dd_2068,role_duty_responsibility,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_2068,role_duty_responsibility,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_2068,role_duty_responsibility,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_2068,role_duty_responsibility,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_2068,role_duty_responsibility,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_2068,role_duty_responsibility,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_2068,role_duty_responsibility,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_2068,role_duty_responsibility,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_12219,school,decision_role,decider,0.8549974004848321,0.49342260576014463
gpt-5.4-nano,dd_12219,school,decision_role,primary_affected,0.8068015214420219,0.3822381539812575
gpt-5.4-nano,dd_12219,school,decision_role,third_party,0.8068015214420219,0.3822381539812575
gpt-5.4-nano,dd_12219,school,agency_level,high,0.8549974004848321,0.49342260576014463
gpt-5.4-nano,dd_12219,school,agency_level,medium,0.8068015214420219,0.3822381539812575
gpt-5.4-nano,dd_12219,school,agency_level,low,0.8068015214420219,0.3822381539812575
gpt-5.4-nano,dd_12219,school,temporal_position,present,0.8214520855515348,0.42570550153910697
gpt-5.4-nano,dd_12219,school,temporal_position,future_or_offscreen,0.8068015214420219,0.3822381539812575
gpt-5.4-nano,dd_42860,school,decision_role,decider,0.0031316352546762573,0.10803154614560004
gpt-5.4-nano,dd_42860,school,decision_role,primary_affected,0.07998351987858837,0.2728056020191096
gpt-5.4-nano,dd_42860,school,decision_role,third_party,0.0031316352546762573,0.10803154614560004
gpt-5.4-nano,dd_42860,school,agency_level,high,0.0031316352546762573,0.10803154614560004
gpt-5.4-nano,dd_42860,school,agency_level,medium,0.07998351987858837,0.2728056020191096
gpt-5.4-nano,dd_42860,school,agency_level,low,0.0031316352546762573,0.10803154614560004
gpt-5.4-nano,dd_42860,school,temporal_position,present,0.031069876929026834,0.1853888824154674
gpt-5.4-nano,dd_42860,school,temporal_position,future_or_offscreen,0.0031316352546762573,0.10803154614560004
gpt-5.4-nano,dd_25448,school,decision_role,decider,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_25448,school,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_25448,school,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_25448,school,agency_level,high,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_25448,school,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_25448,school,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_25448,school,temporal_position,present,0.012940620679186192,0.012940620679186192
gpt-5.4-nano,dd_25448,school,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_9357,school,decision_role,decider,0.13792538097002996,0.13792538097002996
gpt-5.4-nano,dd_9357,school,decision_role,primary_affected,0.051899160321315606,0.051899160321315606
gpt-5.4-nano,dd_9357,school,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_9357,school,agency_level,high,0.13792538097002996,0.13792538097002996
gpt-5.4-nano,dd_9357,school,agency_level,medium,0.051899160321315606,0.051899160321315606
gpt-5.4-nano,dd_9357,school,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_9357,school,temporal_position,present,0.09356171170102749,0.09356171170102749
gpt-5.4-nano,dd_9357,school,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_29465,school,decision_role,decider,0.25438017005388813,0.25438017005388813
gpt-5.4-nano,dd_29465,school,decision_role,third_party,0.07939139176829679,0.07939139176829679
gpt-5.4-nano,dd_29465,school,agency_level,high,0.25438017005388813,0.25438017005388813
gpt-5.4-nano,dd_29465,school,agency_level,low,0.07939139176829679,0.07939139176829679
gpt-5.4-nano,dd_29465,school,temporal_position,present,0.25438017005388813,0.25438017005388813
gpt-5.4-nano,dd_29465,school,temporal_position,future_or_offscreen,0.07939139176829679,0.07939139176829679
gpt-5.4-nano,dd_19968,workplace,decision_role,decider,0.00784957261870333,0.5227518408143751
gpt-5.4-nano,dd_19968,workplace,decision_role,primary_affected,0.0520047751190163,0.6281068204090288
gpt-5.4-nano,dd_19968,workplace,decision_role,third_party,0.025462452938692145,0.7582766571931675
gpt-5.4-nano,dd_19968,workplace,agency_level,high,0.00784957261870333,0.5227518408143751
gpt-5.4-nano,dd_19968,workplace,agency_level,medium,0.0520047751190163,0.6281068204090288
gpt-5.4-nano,dd_19968,workplace,agency_level,low,0.025462452938692145,0.7582766571931675
gpt-5.4-nano,dd_19968,workplace,temporal_position,present,0.028927758033670935,0.5734052796356451
gpt-5.4-nano,dd_19968,workplace,temporal_position,future_or_offscreen,0.025462452938692145,0.7582766571931675
gpt-5.4-nano,dd_35156,workplace,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_35156,workplace,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_35156,workplace,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_35156,workplace,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_35156,workplace,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_35156,workplace,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_35156,workplace,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_35156,workplace,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_37490,workplace,decision_role,decider,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_37490,workplace,decision_role,primary_affected,0.31127812445913294,0.31127812445913294
gpt-5.4-nano,dd_37490,workplace,decision_role,third_party,0.44270209484342055,0.44270209484342055
gpt-5.4-nano,dd_37490,workplace,agency_level,high,0.8549974004848321,0.8549974004848321
gpt-5.4-nano,dd_37490,workplace,agency_level,medium,0.31127812445913294,0.31127812445913294
gpt-5.4-nano,dd_37490,workplace,agency_level,low,0.44270209484342055,0.44270209484342055
gpt-5.4-nano,dd_37490,workplace,temporal_position,present,0.5204647394994812,0.5204647394994812
gpt-5.4-nano,dd_37490,workplace,temporal_position,future_or_offscreen,0.44270209484342055,0.44270209484342055
gpt-5.4-nano,dd_30352,workplace,decision_role,decider,0.10803154614560004,0.15571018749175908
gpt-5.4-nano,dd_30352,workplace,decision_role,primary_affected,0.051899160321315606,0.2529021784425789
gpt-5.4-nano,dd_30352,workplace,decision_role,third_party,0.07939139176829679,0.19899641440872293
gpt-5.4-nano,dd_30352,workplace,agency_level,high,0.10803154614560004,0.15571018749175908
gpt-5.4-nano,dd_30352,workplace,agency_level,medium,0.051899160321315606,0.2529021784425789
gpt-5.4-nano,dd_30352,workplace,agency_level,low,0.07939139176829679,0.19899641440872293
gpt-5.4-nano,dd_30352,workplace,temporal_position,present,0.07939139176829679,0.19899641440872293
gpt-5.4-nano,dd_30352,workplace,temporal_position,future_or_offscreen,0.07939139176829679,0.19899641440872293
gpt-5.4-nano,dd_14845,workplace,decision_role,decider,0.026828901397858103,0.026828901397858103
gpt-5.4-nano,dd_14845,workplace,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_14845,workplace,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_14845,workplace,agency_level,high,0.026828901397858103,0.026828901397858103
gpt-5.4-nano,dd_14845,workplace,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_14845,workplace,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_14845,workplace,temporal_position,present,0.012940620679186192,0.012940620679186192
gpt-5.4-nano,dd_14845,workplace,temporal_position,future_or_offscreen,0.0,0.0
gpt-4o,dd_32489,business_organization,decision_role,decider,0.07428417219749654,0.281773601169986
gpt-4o,dd_32489,business_organization,decision_role,primary_affected,0.577391633404623,0.5390359525563189
gpt-4o,dd_32489,business_organization,decision_role,third_party,0.04969931998079867,0.1923193362439929
gpt-4o,dd_32489,business_organization,agency_level,high,0.07428417219749654,0.281773601169986
gpt-4o,dd_32489,business_organization,agency_level,medium,0.577391633404623,0.5390359525563189
gpt-4o,dd_32489,business_organization,agency_level,low,0.04969931998079867,0.1923193362439929
gpt-4o,dd_32489,business_organization,temporal_position,present,0.2204310046237248,0.34297504666540873
gpt-4o,dd_32489,business_organization,temporal_position,future_or_offscreen,0.04969931998079867,0.1923193362439929
gpt-4o,dd_38858,business_organization,decision_role,decider,0.42211305366712415,0.0
gpt-4o,dd_38858,business_organization,decision_role,primary_affected,0.6409372505234376,0.24210977896667163
gpt-4o,dd_38858,business_organization,decision_role,third_party,0.09121127988788737,0.1994106034658122
gpt-4o,dd_38858,business_organization,agency_level,high,0.42211305366712415,0.0
gpt-4o,dd_38858,business_organization,agency_level,medium,0.6409372505234376,0.24210977896667163
gpt-4o,dd_38858,business_organization,agency_level,low,0.09121127988788737,0.1994106034658122
gpt-4o,dd_38858,business_organization,temporal_position,present,0.5206722852047322,0.10890294338485595
gpt-4o,dd_38858,business_organization,temporal_position,future_or_offscreen,0.09121127988788737,0.1994106034658122
gpt-4o,dd_15585,business_organization,decision_role,third_party,0.06023545307744423,0.02110078775434353
gpt-4o,dd_15585,business_organization,decision_role,primary_affected,0.08197626500297897,0.00861780931338076
gpt-4o,dd_15585,business_organization,agency_level,low,0.06023545307744423,0.02110078775434353
gpt-4o,dd_15585,business_organization,agency_level,medium,0.08197626500297897,0.00861780931338076
gpt-4o,dd_15585,business_organization,temporal_position,future_or_offscreen,0.06023545307744423,0.02110078775434353
gpt-4o,dd_15585,business_organization,temporal_position,present,0.08197626500297897,0.00861780931338076
gpt-4o,dd_33470,business_organization,decision_role,decider,0.0025897193397661712,0.10803154614560004
gpt-4o,dd_33470,business_organization,decision_role,primary_affected,0.11169163572373357,0.20198180736881208
gpt-4o,dd_33470,business_organization,decision_role,third_party,0.0256219746058661,0.16919485510105411
gpt-4o,dd_33470,business_organization,agency_level,high,0.0025897193397661712,0.10803154614560004
gpt-4o,dd_33470,business_organization,agency_level,medium,0.11169163572373357,0.20198180736881208
gpt-4o,dd_33470,business_organization,agency_level,low,0.0256219746058661,0.16919485510105411
gpt-4o,dd_33470,business_organization,temporal_position,present,0.05495154895784486,0.15337981420625516
gpt-4o,dd_33470,business_organization,temporal_position,future_or_offscreen,0.0256219746058661,0.16919485510105411
gpt-4o,dd_20184,business_organization,decision_role,primary_affected,0.019413823441446206,0.40067570065388575
gpt-4o,dd_20184,business_organization,decision_role,third_party,0.25962497627406955,0.09519656424633519
gpt-4o,dd_20184,business_organization,agency_level,low,0.1438038112080424,0.18214893447902564
gpt-4o,dd_20184,business_organization,temporal_position,present,0.019413823441446206,0.40067570065388575
gpt-4o,dd_20184,business_organization,temporal_position,future_or_offscreen,0.25962497627406955,0.09519656424633519
gpt-4o,dd_34930,business_organization,decision_role,decider,0.28900003188465484,0.15000000000000002
gpt-4o,dd_34930,business_organization,decision_role,primary_affected,0.13871464313514045,0.9188721875540868
gpt-4o,dd_34930,business_organization,decision_role,third_party,0.16919485510105411,1.0
gpt-4o,dd_34930,business_organization,agency_level,high,0.28900003188465484,0.15000000000000002
gpt-4o,dd_34930,business_organization,agency_level,medium,0.13871464313514045,0.9188721875540868
gpt-4o,dd_34930,business_organization,agency_level,low,0.16919485510105411,1.0
gpt-4o,dd_34930,business_organization,temporal_position,present,0.026124039105618616,0.3628150376643093
gpt-4o,dd_34930,business_organization,temporal_position,future_or_offscreen,0.16919485510105411,1.0
gpt-4o,dd_36686,close_relationship,decision_role,decider,0.0,0.0
gpt-4o,dd_36686,close_relationship,decision_role,primary_affected,0.0,0.0
gpt-4o,dd_36686,close_relationship,decision_role,third_party,0.0,0.0
gpt-4o,dd_36686,close_relationship,agency_level,high,0.0,0.0
gpt-4o,dd_36686,close_relationship,agency_level,medium,0.0,0.0
gpt-4o,dd_36686,close_relationship,agency_level,low,0.0,0.0
gpt-4o,dd_36686,close_relationship,temporal_position,present,0.0,0.0
gpt-4o,dd_36686,close_relationship,temporal_position,future_or_offscreen,0.0,0.0
gpt-4o,dd_27668,close_relationship,decision_role,third_party,0.01261414031413802,0.01261414031413802
gpt-4o,dd_27668,close_relationship,decision_role,primary_affected,0.0,0.0
gpt-4o,dd_27668,close_relationship,agency_level,low,0.01261414031413802,0.01261414031413802
gpt-4o,dd_27668,close_relationship,agency_level,medium,0.0,0.0
gpt-4o,dd_27668,close_relationship,temporal_position,future_or_offscreen,0.01261414031413802,0.01261414031413802
gpt-4o,dd_27668,close_relationship,temporal_position,present,0.0,0.0
gpt-4o,dd_13874,close_relationship,decision_role,decider,0.10200477511901632,0.07939139176829679
gpt-4o,dd_13874,close_relationship,decision_role,primary_affected,0.025462452938692145,0.0
gpt-4o,dd_13874,close_relationship,decision_role,third_party,0.025462452938692145,0.0
gpt-4o,dd_13874,close_relationship,agency_level,high,0.10200477511901632,0.07939139176829679
gpt-4o,dd_13874,close_relationship,agency_level,medium,0.025462452938692145,0.0
gpt-4o,dd_13874,close_relationship,agency_level,low,0.025462452938692145,0.0
gpt-4o,dd_13874,close_relationship,temporal_position,present,0.06262022814920407,0.038554183628227885
gpt-4o,dd_13874,close_relationship,temporal_position,future_or_offscreen,0.025462452938692145,0.0
gpt-4o,dd_23534,close_relationship,decision_role,decider,0.008816529149452614,0.3266127052745658
gpt-4o,dd_23534,close_relationship,decision_role,primary_affected,0.4270723586235284,0.5478452565988339
gpt-4o,dd_23534,close_relationship,decision_role,third_party,0.16440421608003225,0.08517190688323319
gpt-4o,dd_23534,close_relationship,agency_level,high,0.008816529149452614,0.3266127052745658
gpt-4o,dd_23534,close_relationship,agency_level,medium,0.4270723586235284,0.5478452565988339
gpt-4o,dd_23534,close_relationship,agency_level,low,0.16440421608003225,0.08517190688323319
gpt-4o,dd_23534,close_relationship,temporal_position,present,0.14478035597641728,0.42071474828784705
gpt-4o,dd_23534,close_relationship,temporal_position,future_or_offscreen,0.16440421608003225,0.08517190688323319
gpt-4o,dd_4744,close_relationship,decision_role,decider,0.0,0.0
gpt-4o,dd_4744,close_relationship,decision_role,primary_affected,0.025462452938692145,0.025462452938692145
gpt-4o,dd_4744,close_relationship,decision_role,third_party,0.0,0.0
gpt-4o,dd_4744,close_relationship,agency_level,high,0.0,0.0
gpt-4o,dd_4744,close_relationship,agency_level,medium,0.025462452938692145,0.025462452938692145
gpt-4o,dd_4744,close_relationship,agency_level,low,0.0,0.0
gpt-4o,dd_4744,close_relationship,temporal_position,present,0.012940620679186192,0.012940620679186192
gpt-4o,dd_4744,close_relationship,temporal_position,future_or_offscreen,0.0,0.0
gpt-4o,dd_14224,close_relationship,decision_role,decider,0.0,0.8549974004848321
gpt-4o,dd_14224,close_relationship,decision_role,primary_affected,0.0,0.8549974004848321
gpt-4o,dd_14224,close_relationship,decision_role,third_party,0.0,0.8549974004848321
gpt-4o,dd_14224,close_relationship,agency_level,high,0.0,0.8549974004848321
gpt-4o,dd_14224,close_relationship,agency_level,medium,0.0,0.8549974004848321
gpt-4o,dd_14224,close_relationship,agency_level,low,0.0,0.8549974004848321
gpt-4o,dd_14224,close_relationship,temporal_position,present,0.0,0.8549974004848321
gpt-4o,dd_14224,close_relationship,temporal_position,future_or_offscreen,0.0,0.8549974004848321
gpt-4o,dd_24774,comitted_relationship,decision_role,decider,0.0,0.0
gpt-4o,dd_24774,comitted_relationship,decision_role,primary_affected,0.0,0.0
gpt-4o,dd_24774,comitted_relationship,decision_role,third_party,0.0,0.0
gpt-4o,dd_24774,comitted_relationship,agency_level,high,0.0,0.0
gpt-4o,dd_24774,comitted_relationship,agency_level,medium,0.0,0.0
gpt-4o,dd_24774,comitted_relationship,agency_level,low,0.0,0.0
gpt-4o,dd_24774,comitted_relationship,temporal_position,present,0.0,0.0
gpt-4o,dd_24774,comitted_relationship,temporal_position,future_or_offscreen,0.0,0.0
gpt-4o,dd_4447,comitted_relationship,decision_role,decider,0.0,0.0
gpt-4o,dd_4447,comitted_relationship,decision_role,primary_affected,0.0,0.0
gpt-4o,dd_4447,comitted_relationship,decision_role,third_party,0.0,0.0
gpt-4o,dd_4447,comitted_relationship,agency_level,high,0.0,0.0
gpt-4o,dd_4447,comitted_relationship,agency_level,medium,0.0,0.0
gpt-4o,dd_4447,comitted_relationship,agency_level,low,0.0,0.0
gpt-4o,dd_4447,comitted_relationship,temporal_position,present,0.0,0.0
gpt-4o,dd_4447,comitted_relationship,temporal_position,future_or_offscreen,0.0,0.0
gpt-4o,dd_4829,comitted_relationship,decision_role,decider,0.08517190688323319,0.023627227039467368
gpt-4o,dd_4829,comitted_relationship,decision_role,primary_affected,0.025462452938692145,0.07939139176829679
gpt-4o,dd_4829,comitted_relationship,decision_role,third_party,0.006615268773878325,0.0041464940467555835
gpt-4o,dd_4829,comitted_relationship,agency_level,medium,0.08517190688323319,0.023627227039467368
gpt-4o,dd_4829,comitted_relationship,agency_level,high,0.025462452938692145,0.07939139176829679
gpt-4o,dd_4829,comitted_relationship,agency_level,low,0.006615268773878325,0.0041464940467555835
gpt-4o,dd_4829,comitted_relationship,temporal_position,present,0.020876962673103017,0.0
gpt-4o,dd_4829,comitted_relationship,temporal_position,future_or_offscreen,0.006615268773878325,0.0041464940467555835
gpt-4o,dd_20446,comitted_relationship,decision_role,decider,0.0,0.0
gpt-4o,dd_20446,comitted_relationship,decision_role,primary_affected,0.025462452938692145,0.025462452938692145
gpt-4o,dd_20446,comitted_relationship,decision_role,third_party,0.0,0.0
gpt-4o,dd_20446,comitted_relationship,agency_level,high,0.0,0.0
gpt-4o,dd_20446,comitted_relationship,agency_level,medium,0.025462452938692145,0.025462452938692145
gpt-4o,dd_20446,comitted_relationship,agency_level,low,0.0,0.0
gpt-4o,dd_20446,comitted_relationship,temporal_position,present,0.01261414031413802,0.01261414031413802
gpt-4o,dd_20446,comitted_relationship,temporal_position,future_or_offscreen,0.0,0.0
gpt-4o,dd_34029,comitted_relationship,decision_role,decider,0.0,0.0
gpt-4o,dd_34029,comitted_relationship,decision_role,primary_affected,0.0,0.0
gpt-4o,dd_34029,comitted_relationship,decision_role,third_party,0.025462452938692145,0.025462452938692145
gpt-4o,dd_34029,comitted_relationship,agency_level,high,0.0,0.0
gpt-4o,dd_34029,comitted_relationship,agency_level,medium,0.0,0.0
gpt-4o,dd_34029,comitted_relationship,agency_level,low,0.025462452938692145,0.025462452938692145
gpt-4o,dd_34029,comitted_relationship,temporal_position,present,0.0,0.0
gpt-4o,dd_34029,comitted_relationship,temporal_position,future_or_offscreen,0.025462452938692145,0.025462452938692145
gpt-4o,dd_21165,comitted_relationship,decision_role,primary_affected,0.0,0.0
gpt-4o,dd_21165,comitted_relationship,decision_role,decider,0.0,0.0
gpt-4o,dd_21165,comitted_relationship,decision_role,third_party,0.6787881102649856,0.6787881102649856
gpt-4o,dd_21165,comitted_relationship,agency_level,medium,0.0,0.0
gpt-4o,dd_21165,comitted_relationship,agency_level,high,0.0,0.0
gpt-4o,dd_21165,comitted_relationship,agency_level,low,0.6787881102649856,0.6787881102649856
gpt-4o,dd_21165,comitted_relationship,temporal_position,present,0.0,0.0
gpt-4o,dd_21165,comitted_relationship,temporal_position,future_or_offscreen,0.6787881102649856,0.6787881102649856
gpt-4o,dd_46372,event_daily_life,decision_role,decider,0.025462452938692145,0.025462452938692145
gpt-4o,dd_46372,event_daily_life,decision_role,primary_affected,0.0,0.0
gpt-4o,dd_46372,event_daily_life,decision_role,third_party,0.051899160321315606,0.051899160321315606
gpt-4o,dd_46372,event_daily_life,agency_level,high,0.025462452938692145,0.025462452938692145
gpt-4o,dd_46372,event_daily_life,agency_level,medium,0.0,0.0
gpt-4o,dd_46372,event_daily_life,agency_level,low,0.051899160321315606,0.051899160321315606
gpt-4o,dd_46372,event_daily_life,temporal_position,present,0.01261414031413802,0.01261414031413802
gpt-4o,dd_46372,event_daily_life,temporal_position,future_or_offscreen,0.051899160321315606,0.051899160321315606
gpt-4o,dd_1656,event_daily_life,decision_role,decider,0.025462452938692145,0.025462452938692145
gpt-4o,dd_1656,event_daily_life,decision_role,primary_affected,0.0,0.0
gpt-4o,dd_1656,event_daily_life,decision_role,third_party,0.0,0.0
gpt-4o,dd_1656,event_daily_life,agency_level,high,0.025462452938692145,0.025462452938692145
gpt-4o,dd_1656,event_daily_life,agency_level,medium,0.0,0.0
gpt-4o,dd_1656,event_daily_life,agency_level,low,0.0,0.0
gpt-4o,dd_1656,event_daily_life,temporal_position,present,0.01261414031413802,0.01261414031413802
gpt-4o,dd_1656,event_daily_life,temporal_position,future_or_offscreen,0.0,0.0
gpt-4o,dd_40622,event_daily_life,decision_role,decider,0.0,0.10803154614560004
gpt-4o,dd_40622,event_daily_life,decision_role,primary_affected,0.07939139176829679,0.08530554719974998
gpt-4o,dd_40622,event_daily_life,decision_role,third_party,0.33247394607357955,0.18848382507299796
gpt-4o,dd_40622,event_daily_life,agency_level,high,0.0,0.10803154614560004
gpt-4o,dd_40622,event_daily_life,agency_level,medium,0.07939139176829679,0.08530554719974998
gpt-4o,dd_40622,event_daily_life,agency_level,low,0.33247394607357955,0.18848382507299796
gpt-4o,dd_40622,event_daily_life,temporal_position,present,0.04064418823274768,0.08386688476134835
gpt-4o,dd_40622,event_daily_life,temporal_position,future_or_offscreen,0.33247394607357955,0.18848382507299796
gpt-4o,dd_28339,event_daily_life,decision_role,primary_affected,0.00011858742376648078,0.22153790992164335
gpt-4o,dd_28339,event_daily_life,decision_role,third_party,0.12101063233814074,0.5092159145639983
gpt-4o,dd_28339,event_daily_life,agency_level,low,0.016305172537354036,0.3048971022228158
gpt-4o,dd_28339,event_daily_life,temporal_position,present,0.00011858742376648078,0.22153790992164335
gpt-4o,dd_28339,event_daily_life,temporal_position,future_or_offscreen,0.12101063233814074,0.5092159145639983
gpt-4o,dd_11786,event_daily_life,decision_role,decider,0.005828783956661398,0.01949644812410391
