gen_model,scenario_id,topic_group,axis,value,n,decision_entropy_bits
gpt-5.4-nano,dd_28550,religion_custom,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_28550,religion_custom,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_28550,religion_custom,decision_role,third_party,20,0.9927744539849228
gpt-5.4-nano,dd_28550,religion_custom,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_28550,religion_custom,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_28550,religion_custom,agency_level,low,20,0.9927744539849228
gpt-5.4-nano,dd_28550,religion_custom,temporal_position,present,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_28550,religion_custom,temporal_position,future_or_offscreen,20,0.9927744539849228
gpt-5.4-nano,dd_26556,role_duty_responsibility,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_26556,role_duty_responsibility,decision_role,primary_affected,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_26556,role_duty_responsibility,decision_role,third_party,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_26556,role_duty_responsibility,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_26556,role_duty_responsibility,agency_level,medium,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_26556,role_duty_responsibility,agency_level,low,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_26556,role_duty_responsibility,temporal_position,present,39,-1.4428232973175175e-12
gpt-5.4-nano,dd_26556,role_duty_responsibility,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_15538,role_duty_responsibility,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_15538,role_duty_responsibility,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_15538,role_duty_responsibility,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_15538,role_duty_responsibility,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_15538,role_duty_responsibility,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_15538,role_duty_responsibility,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_15538,role_duty_responsibility,temporal_position,present,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_15538,role_duty_responsibility,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30143,role_duty_responsibility,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30143,role_duty_responsibility,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30143,role_duty_responsibility,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30143,role_duty_responsibility,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30143,role_duty_responsibility,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30143,role_duty_responsibility,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30143,role_duty_responsibility,temporal_position,present,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_30143,role_duty_responsibility,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42112,role_duty_responsibility,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42112,role_duty_responsibility,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42112,role_duty_responsibility,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42112,role_duty_responsibility,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42112,role_duty_responsibility,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42112,role_duty_responsibility,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42112,role_duty_responsibility,temporal_position,present,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_42112,role_duty_responsibility,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_29132,role_duty_responsibility,decision_role,decider,20,0.7475846798202459
gpt-5.4-nano,dd_29132,role_duty_responsibility,decision_role,primary_affected,20,0.609840304713515
gpt-5.4-nano,dd_29132,role_duty_responsibility,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_29132,role_duty_responsibility,agency_level,medium,20,0.7475846798202459
gpt-5.4-nano,dd_29132,role_duty_responsibility,agency_level,low,40,0.3843115441236117
gpt-5.4-nano,dd_29132,role_duty_responsibility,temporal_position,present,40,0.7073436679593255
gpt-5.4-nano,dd_29132,role_duty_responsibility,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_2068,role_duty_responsibility,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_2068,role_duty_responsibility,decision_role,primary_affected,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_2068,role_duty_responsibility,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_2068,role_duty_responsibility,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_2068,role_duty_responsibility,agency_level,medium,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_2068,role_duty_responsibility,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_2068,role_duty_responsibility,temporal_position,present,39,-1.4428232973175175e-12
gpt-5.4-nano,dd_2068,role_duty_responsibility,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_12219,school,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_12219,school,decision_role,primary_affected,20,0.28639695711307084
gpt-5.4-nano,dd_12219,school,decision_role,third_party,20,0.28639695711307084
gpt-5.4-nano,dd_12219,school,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_12219,school,agency_level,medium,20,0.28639695711307084
gpt-5.4-nano,dd_12219,school,agency_level,low,20,0.28639695711307084
gpt-5.4-nano,dd_12219,school,temporal_position,present,40,0.1686609314937849
gpt-5.4-nano,dd_12219,school,temporal_position,future_or_offscreen,20,0.28639695711307084
gpt-5.4-nano,dd_42860,school,decision_role,decider,20,0.7219280948844771
gpt-5.4-nano,dd_42860,school,decision_role,primary_affected,20,0.9927744539849228
gpt-5.4-nano,dd_42860,school,decision_role,third_party,20,0.7219280948844771
gpt-5.4-nano,dd_42860,school,agency_level,high,20,0.7219280948844771
gpt-5.4-nano,dd_42860,school,agency_level,medium,20,0.9927744539849228
gpt-5.4-nano,dd_42860,school,agency_level,low,20,0.7219280948844771
gpt-5.4-nano,dd_42860,school,temporal_position,present,40,0.9097361225282807
gpt-5.4-nano,dd_42860,school,temporal_position,future_or_offscreen,20,0.7219280948844771
gpt-5.4-nano,dd_25448,school,decision_role,decider,20,0.28639695711307084
gpt-5.4-nano,dd_25448,school,decision_role,primary_affected,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_25448,school,decision_role,third_party,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_25448,school,agency_level,high,20,0.28639695711307084
gpt-5.4-nano,dd_25448,school,agency_level,medium,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_25448,school,agency_level,low,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_25448,school,temporal_position,present,39,0.17203694935022845
gpt-5.4-nano,dd_25448,school,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_9357,school,decision_role,primary_affected,40,0.6690158350536722
gpt-5.4-nano,dd_9357,school,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_9357,school,agency_level,medium,40,0.6690158350536722
gpt-5.4-nano,dd_9357,school,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_9357,school,temporal_position,present,40,0.6690158350536722
gpt-5.4-nano,dd_9357,school,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_29465,school,decision_role,decider,20,0.9709505944517833
gpt-5.4-nano,dd_29465,school,decision_role,primary_affected,20,0.8112781244562475
gpt-5.4-nano,dd_29465,school,decision_role,third_party,20,0.609840304713515
gpt-5.4-nano,dd_29465,school,agency_level,high,20,0.9709505944517833
gpt-5.4-nano,dd_29465,school,agency_level,medium,20,0.8112781244562475
gpt-5.4-nano,dd_29465,school,agency_level,low,20,0.609840304713515
gpt-5.4-nano,dd_29465,school,temporal_position,present,40,0.9837082626203004
gpt-5.4-nano,dd_29465,school,temporal_position,future_or_offscreen,20,0.609840304713515
gpt-5.4-nano,dd_19968,workplace,decision_role,primary_affected,39,0.6769759597636893
gpt-5.4-nano,dd_19968,workplace,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_19968,workplace,agency_level,medium,39,0.6769759597636893
gpt-5.4-nano,dd_19968,workplace,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_19968,workplace,temporal_position,present,39,0.6769759597636893
gpt-5.4-nano,dd_19968,workplace,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_35156,workplace,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_35156,workplace,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_35156,workplace,decision_role,third_party,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_35156,workplace,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_35156,workplace,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_35156,workplace,agency_level,low,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_35156,workplace,temporal_position,present,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_35156,workplace,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_37490,workplace,decision_role,decider,20,0.28639695711307084
gpt-5.4-nano,dd_37490,workplace,decision_role,primary_affected,20,0.9999999999971146
gpt-5.4-nano,dd_37490,workplace,decision_role,third_party,20,0.9340680553726057
gpt-5.4-nano,dd_37490,workplace,agency_level,high,20,0.28639695711307084
gpt-5.4-nano,dd_37490,workplace,agency_level,medium,20,0.9999999999971146
gpt-5.4-nano,dd_37490,workplace,agency_level,low,20,0.9340680553726057
gpt-5.4-nano,dd_37490,workplace,temporal_position,present,40,0.8485481782917306
gpt-5.4-nano,dd_37490,workplace,temporal_position,future_or_offscreen,20,0.9340680553726057
gpt-5.4-nano,dd_30352,workplace,decision_role,decider,20,0.7219280948844771
gpt-5.4-nano,dd_30352,workplace,decision_role,primary_affected,20,0.4689955935863958
gpt-5.4-nano,dd_30352,workplace,decision_role,third_party,20,0.609840304713515
gpt-5.4-nano,dd_30352,workplace,agency_level,high,20,0.7219280948844771
gpt-5.4-nano,dd_30352,workplace,agency_level,medium,20,0.4689955935863958
gpt-5.4-nano,dd_30352,workplace,agency_level,low,20,0.609840304713515
gpt-5.4-nano,dd_30352,workplace,temporal_position,present,40,0.609840304713515
gpt-5.4-nano,dd_30352,workplace,temporal_position,future_or_offscreen,20,0.609840304713515
gpt-5.4-nano,dd_14845,workplace,decision_role,decider,19,0.2974722489164043
gpt-5.4-nano,dd_14845,workplace,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_14845,workplace,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_14845,workplace,agency_level,high,19,0.2974722489164043
gpt-5.4-nano,dd_14845,workplace,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_14845,workplace,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_14845,workplace,temporal_position,present,39,0.17203694935022845
gpt-5.4-nano,dd_14845,workplace,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_32489,business_organization,decision_role,decider,20,1.4854752972230063
gpt-4o,dd_32489,business_organization,decision_role,primary_affected,20,0.4689955935863958
gpt-4o,dd_32489,business_organization,decision_role,third_party,20,1.5709505944503404
gpt-4o,dd_32489,business_organization,agency_level,high,20,1.4854752972230063
gpt-4o,dd_32489,business_organization,agency_level,medium,20,0.4689955935863958
gpt-4o,dd_32489,business_organization,agency_level,low,20,1.5709505944503404
gpt-4o,dd_32489,business_organization,temporal_position,present,40,1.3527241956203266
gpt-4o,dd_32489,business_organization,temporal_position,future_or_offscreen,20,1.5709505944503404
gpt-4o,dd_38858,business_organization,decision_role,decider,20,0.8112781244562475
gpt-4o,dd_38858,business_organization,decision_role,primary_affected,20,1.360964047439353
gpt-4o,dd_38858,business_organization,decision_role,third_party,20,1.076297625720871
gpt-4o,dd_38858,business_organization,agency_level,high,20,0.8112781244562475
gpt-4o,dd_38858,business_organization,agency_level,medium,20,1.360964047439353
gpt-4o,dd_38858,business_organization,agency_level,low,20,1.076297625720871
gpt-4o,dd_38858,business_organization,temporal_position,present,40,1.3282308649137506
gpt-4o,dd_38858,business_organization,temporal_position,future_or_offscreen,20,1.076297625720871
gpt-4o,dd_15585,business_organization,decision_role,third_party,39,0.9766349114411247
gpt-4o,dd_15585,business_organization,decision_role,primary_affected,20,0.9340680553726057
gpt-4o,dd_15585,business_organization,agency_level,low,39,0.9766349114411247
gpt-4o,dd_15585,business_organization,agency_level,medium,20,0.9340680553726057
gpt-4o,dd_15585,business_organization,temporal_position,future_or_offscreen,39,0.9766349114411247
gpt-4o,dd_15585,business_organization,temporal_position,present,20,0.9340680553726057
gpt-4o,dd_33470,business_organization,decision_role,decider,20,0.7219280948844771
gpt-4o,dd_33470,business_organization,decision_role,primary_affected,20,1.278897902983151
gpt-4o,dd_33470,business_organization,decision_role,third_party,20,1.076297625720871
gpt-4o,dd_33470,business_organization,agency_level,high,20,0.7219280948844771
gpt-4o,dd_33470,business_organization,agency_level,medium,20,1.278897902983151
gpt-4o,dd_33470,business_organization,agency_level,low,20,1.076297625720871
gpt-4o,dd_33470,business_organization,temporal_position,present,40,1.1086047620554638
gpt-4o,dd_33470,business_organization,temporal_position,future_or_offscreen,20,1.076297625720871
gpt-4o,dd_20184,business_organization,decision_role,primary_affected,20,1.2954618442339936
gpt-4o,dd_20184,business_organization,decision_role,third_party,40,1.3991108350683306
gpt-4o,dd_20184,business_organization,agency_level,low,60,1.4966969018911642
gpt-4o,dd_20184,business_organization,temporal_position,present,20,1.2954618442339936
gpt-4o,dd_20184,business_organization,temporal_position,future_or_offscreen,40,1.3991108350683306
gpt-4o,dd_34930,business_organization,decision_role,decider,20,0.609840304713515
gpt-4o,dd_34930,business_organization,decision_role,primary_affected,20,0.28639695711307084
gpt-4o,dd_34930,business_organization,decision_role,third_party,19,-1.4428232973175175e-12
gpt-4o,dd_34930,business_organization,agency_level,high,20,0.609840304713515
gpt-4o,dd_34930,business_organization,agency_level,medium,20,0.28639695711307084
gpt-4o,dd_34930,business_organization,agency_level,low,19,-1.4428232973175175e-12
gpt-4o,dd_34930,business_organization,temporal_position,present,40,1.1320689971011266
gpt-4o,dd_34930,business_organization,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-4o,dd_36686,close_relationship,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_36686,close_relationship,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_36686,close_relationship,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_36686,close_relationship,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_36686,close_relationship,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_36686,close_relationship,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_36686,close_relationship,temporal_position,present,40,-1.4428232973175175e-12
gpt-4o,dd_36686,close_relationship,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_27668,close_relationship,decision_role,third_party,40,0.1686609314937849
gpt-4o,dd_27668,close_relationship,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_27668,close_relationship,agency_level,low,40,0.1686609314937849
gpt-4o,dd_27668,close_relationship,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_27668,close_relationship,temporal_position,future_or_offscreen,40,0.1686609314937849
gpt-4o,dd_27668,close_relationship,temporal_position,present,20,-1.4428232973175175e-12
gpt-4o,dd_13874,close_relationship,decision_role,primary_affected,40,0.3843115441236117
gpt-4o,dd_13874,close_relationship,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_13874,close_relationship,agency_level,medium,40,0.3843115441236117
gpt-4o,dd_13874,close_relationship,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_13874,close_relationship,temporal_position,present,40,0.3843115441236117
gpt-4o,dd_13874,close_relationship,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_23534,close_relationship,decision_role,decider,20,1.1883763717301792
gpt-4o,dd_23534,close_relationship,decision_role,primary_affected,20,1.1567796494427114
gpt-4o,dd_23534,close_relationship,decision_role,third_party,20,0.8812908992278072
gpt-4o,dd_23534,close_relationship,agency_level,high,20,1.1883763717301792
gpt-4o,dd_23534,close_relationship,agency_level,medium,20,1.1567796494427114
gpt-4o,dd_23534,close_relationship,agency_level,low,20,0.8812908992278072
gpt-4o,dd_23534,close_relationship,temporal_position,present,40,1.5729262036844218
gpt-4o,dd_23534,close_relationship,temporal_position,future_or_offscreen,20,0.8812908992278072
gpt-4o,dd_4744,close_relationship,decision_role,decider,19,-1.4428232973175175e-12
gpt-4o,dd_4744,close_relationship,decision_role,primary_affected,20,0.28639695711307084
gpt-4o,dd_4744,close_relationship,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_4744,close_relationship,agency_level,high,19,-1.4428232973175175e-12
gpt-4o,dd_4744,close_relationship,agency_level,medium,20,0.28639695711307084
gpt-4o,dd_4744,close_relationship,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_4744,close_relationship,temporal_position,present,39,0.17203694935022845
gpt-4o,dd_4744,close_relationship,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_14224,close_relationship,decision_role,primary_affected,40,-1.4428232973175175e-12
gpt-4o,dd_14224,close_relationship,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_14224,close_relationship,agency_level,medium,40,-1.4428232973175175e-12
gpt-4o,dd_14224,close_relationship,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_14224,close_relationship,temporal_position,present,40,-1.4428232973175175e-12
gpt-4o,dd_14224,close_relationship,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_24774,comitted_relationship,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_24774,comitted_relationship,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_24774,comitted_relationship,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_24774,comitted_relationship,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_24774,comitted_relationship,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_24774,comitted_relationship,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_24774,comitted_relationship,temporal_position,present,40,-1.4428232973175175e-12
gpt-4o,dd_24774,comitted_relationship,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_4447,comitted_relationship,decision_role,primary_affected,40,-1.4428232973175175e-12
gpt-4o,dd_4447,comitted_relationship,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_4447,comitted_relationship,agency_level,medium,40,-1.4428232973175175e-12
gpt-4o,dd_4447,comitted_relationship,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_4447,comitted_relationship,temporal_position,present,40,-1.4428232973175175e-12
gpt-4o,dd_4447,comitted_relationship,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_4829,comitted_relationship,decision_role,decider,20,0.8812908992278072
gpt-4o,dd_4829,comitted_relationship,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_4829,comitted_relationship,decision_role,third_party,20,0.4689955935863958
gpt-4o,dd_4829,comitted_relationship,agency_level,medium,20,0.8812908992278072
gpt-4o,dd_4829,comitted_relationship,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_4829,comitted_relationship,agency_level,low,20,0.4689955935863958
gpt-4o,dd_4829,comitted_relationship,temporal_position,present,40,0.609840304713515
gpt-4o,dd_4829,comitted_relationship,temporal_position,future_or_offscreen,20,0.4689955935863958
gpt-4o,dd_20446,comitted_relationship,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_20446,comitted_relationship,decision_role,primary_affected,20,0.28639695711307084
gpt-4o,dd_20446,comitted_relationship,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_20446,comitted_relationship,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_20446,comitted_relationship,agency_level,medium,20,0.28639695711307084
gpt-4o,dd_20446,comitted_relationship,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_20446,comitted_relationship,temporal_position,present,40,0.1686609314937849
gpt-4o,dd_20446,comitted_relationship,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_34029,comitted_relationship,decision_role,decider,19,-1.4428232973175175e-12
gpt-4o,dd_34029,comitted_relationship,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_34029,comitted_relationship,decision_role,third_party,20,0.28639695711307084
gpt-4o,dd_34029,comitted_relationship,agency_level,high,19,-1.4428232973175175e-12
gpt-4o,dd_34029,comitted_relationship,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_34029,comitted_relationship,agency_level,low,20,0.28639695711307084
gpt-4o,dd_34029,comitted_relationship,temporal_position,present,39,-1.4428232973175175e-12
gpt-4o,dd_34029,comitted_relationship,temporal_position,future_or_offscreen,20,0.28639695711307084
gpt-4o,dd_21165,comitted_relationship,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_21165,comitted_relationship,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_21165,comitted_relationship,decision_role,third_party,20,0.609840304713515
gpt-4o,dd_21165,comitted_relationship,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_21165,comitted_relationship,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_21165,comitted_relationship,agency_level,low,20,0.609840304713515
gpt-4o,dd_21165,comitted_relationship,temporal_position,present,40,-1.4428232973175175e-12
gpt-4o,dd_21165,comitted_relationship,temporal_position,future_or_offscreen,20,0.609840304713515
gpt-4o,dd_46372,event_daily_life,decision_role,decider,20,0.28639695711307084
gpt-4o,dd_46372,event_daily_life,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_46372,event_daily_life,decision_role,third_party,20,0.4689955935863958
gpt-4o,dd_46372,event_daily_life,agency_level,high,20,0.28639695711307084
gpt-4o,dd_46372,event_daily_life,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_46372,event_daily_life,agency_level,low,20,0.4689955935863958
gpt-4o,dd_46372,event_daily_life,temporal_position,present,40,0.1686609314937849
gpt-4o,dd_46372,event_daily_life,temporal_position,future_or_offscreen,20,0.4689955935863958
gpt-4o,dd_1656,event_daily_life,decision_role,decider,20,0.28639695711307084
gpt-4o,dd_1656,event_daily_life,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_1656,event_daily_life,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_1656,event_daily_life,agency_level,high,20,0.28639695711307084
gpt-4o,dd_1656,event_daily_life,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_1656,event_daily_life,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_1656,event_daily_life,temporal_position,present,40,0.1686609314937849
gpt-4o,dd_1656,event_daily_life,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_40622,event_daily_life,decision_role,decider,18,-1.4428232973175175e-12
gpt-4o,dd_40622,event_daily_life,decision_role,primary_affected,20,0.7475846798202459
gpt-4o,dd_40622,event_daily_life,decision_role,third_party,19,1.5090275125283235
gpt-4o,dd_40622,event_daily_life,agency_level,high,18,-1.4428232973175175e-12
gpt-4o,dd_40622,event_daily_life,agency_level,medium,20,0.7475846798202459
gpt-4o,dd_40622,event_daily_life,agency_level,low,19,1.5090275125283235
gpt-4o,dd_40622,event_daily_life,temporal_position,present,38,0.4709563136215252
gpt-4o,dd_40622,event_daily_life,temporal_position,future_or_offscreen,19,1.5090275125283235
gpt-4o,dd_28339,event_daily_life,decision_role,primary_affected,39,1.5123462021098337
gpt-4o,dd_28339,event_daily_life,decision_role,third_party,20,1.2361602543694838
gpt-4o,dd_28339,event_daily_life,agency_level,low,59,1.5250061846918703
gpt-4o,dd_28339,event_daily_life,temporal_position,present,39,1.5123462021098337
gpt-4o,dd_28339,event_daily_life,temporal_position,future_or_offscreen,20,1.2361602543694838
gpt-4o,dd_11786,event_daily_life,decision_role,decider,19,0.2974722489164043
gpt-4o,dd_11786,event_daily_life,decision_role,primary_affected,16,-1.4428232973175175e-12
gpt-4o,dd_11786,event_daily_life,decision_role,third_party,17,-1.4428232973175175e-12
gpt-4o,dd_11786,event_daily_life,agency_level,high,19,0.2974722489164043
gpt-4o,dd_11786,event_daily_life,agency_level,medium,16,-1.4428232973175175e-12
gpt-4o,dd_11786,event_daily_life,agency_level,low,17,-1.4428232973175175e-12
gpt-4o,dd_11786,event_daily_life,temporal_position,present,35,0.18717625687032283
gpt-4o,dd_11786,event_daily_life,temporal_position,future_or_offscreen,17,-1.4428232973175175e-12
gpt-4o,dd_23574,event_daily_life,decision_role,decider,20,0.4689955935863958
gpt-4o,dd_23574,event_daily_life,decision_role,primary_affected,20,0.28639695711307084
gpt-4o,dd_23574,event_daily_life,decision_role,third_party,19,-1.4428232973175175e-12
gpt-4o,dd_23574,event_daily_life,agency_level,high,20,0.4689955935863958
gpt-4o,dd_23574,event_daily_life,agency_level,medium,20,0.28639695711307084
gpt-4o,dd_23574,event_daily_life,agency_level,low,19,-1.4428232973175175e-12
gpt-4o,dd_23574,event_daily_life,temporal_position,present,40,0.4531837316762557
gpt-4o,dd_23574,event_daily_life,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-4o,dd_14707,event_special,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_14707,event_special,decision_role,decider,20,0.9927744539849228
gpt-4o,dd_14707,event_special,decision_role,third_party,20,1.4406454496110184
gpt-4o,dd_14707,event_special,agency_level,low,40,1.1630248196467656
gpt-4o,dd_14707,event_special,agency_level,high,20,0.9927744539849228
gpt-4o,dd_14707,event_special,temporal_position,present,40,0.7691928290101284
gpt-4o,dd_14707,event_special,temporal_position,future_or_offscreen,20,1.4406454496110184
gpt-4o,dd_8015,event_special,decision_role,decider,40,0.7598403047120724
gpt-4o,dd_8015,event_special,decision_role,third_party,20,1.360964047439353
gpt-4o,dd_8015,event_special,agency_level,high,40,0.7598403047120724
gpt-4o,dd_8015,event_special,agency_level,low,20,1.360964047439353
gpt-4o,dd_8015,event_special,temporal_position,present,40,0.7598403047120724
gpt-4o,dd_8015,event_special,temporal_position,future_or_offscreen,20,1.360964047439353
gpt-4o,dd_43621,event_special,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_43621,event_special,decision_role,primary_affected,20,0.28639695711307084
gpt-4o,dd_43621,event_special,decision_role,third_party,19,-1.4428232973175175e-12
gpt-4o,dd_43621,event_special,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_43621,event_special,agency_level,medium,20,0.28639695711307084
gpt-4o,dd_43621,event_special,agency_level,low,19,-1.4428232973175175e-12
gpt-4o,dd_43621,event_special,temporal_position,present,40,0.1686609314937849
