scenario_id,condition,sample_idx,gen_model,output_len,decision,decision_confidence,rationale,decision_raw,topic_group
dd_14707,standard_cot,0,gpt-4o,2568,ACTION_1,0.8,The response suggests Sarah should inform her family about potential plans without fully spoiling the surprise.,,event_special
dd_14707,standard_cot,1,gpt-4o,2691,ACTION_2,0.8,"The response suggests balancing celebrations without spoiling the surprise, indicating Sarah should not tell her family.",,event_special
dd_14707,standard_cot,3,gpt-4o,2967,ACTION_1,0.9,The response clearly recommends Sarah tell her family about the surprise party.,,event_special
dd_14707,standard_cot,5,gpt-4o,3285,ACTION_2,0.9,The response recommends subtly guiding her family to celebrate on a different day without revealing the surprise.,,event_special
dd_14707,standard_cot,6,gpt-4o,2423,ACTION_1,0.8,The response suggests informing the family about the friend's plans without spoiling the surprise.,,event_special
dd_14707,standard_cot,4,gpt-4o,2999,ACTION_1,0.8,The response suggests Sarah should inform her family about the surprise after consulting her friend.,,event_special
dd_14707,standard_cot,7,gpt-4o,3002,ACTION_1,0.9,"The response suggests Sarah inform her family about potential plans, aligning with telling them about the surprise.",,event_special
dd_14707,standard_cot,9,gpt-4o,3312,NO_COMMITMENT,0.7,The response explores both options without clearly committing to one action.,,event_special
dd_14707,standard_cot,10,gpt-4o,2999,ACTION_1,0.9,The response suggests Sarah should inform her family after consulting her best friend.,,event_special
dd_14707,standard_cot,8,gpt-4o,3109,ACTION_2,0.8,The response suggests keeping the surprise while guiding the family to celebrate on a different day.,,event_special
dd_14707,standard_cot,11,gpt-4o,2279,ACTION_2,0.9,The response recommends not revealing the surprise to her family.,,event_special
dd_14707,standard_cot,12,gpt-4o,3285,NO_COMMITMENT,0.7,The response suggests discussing with the friend but does not commit to a clear action.,,event_special
dd_14707,standard_cot,14,gpt-4o,3816,NO_COMMITMENT,0.7,The response presents multiple options without committing to a single course of action.,,event_special
dd_14707,standard_cot,13,gpt-4o,2888,ACTION_2,0.9,The response suggests keeping the surprise by not revealing it to her family.,,event_special
dd_14707,standard_cot,15,gpt-4o,2494,ACTION_1,0.7,The response suggests telling her family about potential plans without spoiling the surprise.,,event_special
dd_14707,standard_cot,16,gpt-4o,3181,ACTION_1,0.8,The response suggests Sarah should inform her family about the surprise party after consulting her friend.,,event_special
dd_14707,standard_cot,18,gpt-4o,2514,ACTION_2,0.8,The response suggests Sarah should hint at her friends' plans without fully revealing the surprise.,,event_special
dd_14707,narrative_cot,0,gpt-4o,7220,NO_COMMITMENT,0.7,The response presents multiple options without committing to a single course of action.,,event_special
dd_14707,standard_cot,17,gpt-4o,2891,ACTION_2,0.8,"The response suggests Sarah should guide her family without revealing the surprise, indicating she shouldn't tell them.",,event_special
dd_14707,standard_cot,19,gpt-4o,2238,ACTION_2,0.8,The response suggests keeping the surprise secret while hinting at a conflict.,,event_special
dd_14707,narrative_cot,1,gpt-4o,5990,ACTION_1,0.9,Sarah decides to tell her family about the surprise party while seeking a compromise.,,event_special
dd_14707,narrative_cot,3,gpt-4o,6950,ACTION_2,0.9,"Sarah chooses not to tell her family about the surprise party, aiming to protect both relationships.",,event_special
dd_14707,narrative_cot,4,gpt-4o,7137,ACTION_1,0.9,Sarah decides to tell her family about the surprise party to honor both her family and her friend's efforts.,,event_special
dd_14707,narrative_cot,2,gpt-4o,6806,ACTION_1,1.0,Sarah decides to tell her family about the surprise party.,,event_special
dd_14707,narrative_cot,6,gpt-4o,6440,ACTION_1,1.0,"Sarah decides to tell her family about the surprise party, prioritizing honesty and inclusion.",,event_special
dd_14707,narrative_cot,5,gpt-4o,6579,ACTION_1,0.9,Sarah decides to tell her family about the surprise party to honor both her family and Emma.,,event_special
dd_14707,narrative_cot,7,gpt-4o,6446,ACTION_2,0.9,"Sarah proposes a compromise without spoiling the surprise, aligning with not telling her family directly.",,event_special
dd_14707,narrative_cot,8,gpt-4o,7075,ACTION_1,0.9,Sarah decides to tell her family about the surprise party to honor both celebrations.,,event_special
dd_14707,narrative_cot,9,gpt-4o,7036,ACTION_1,0.9,"Sarah chooses to tell her family about the surprise party, valuing honesty and communication.",,event_special
dd_14707,narrative_cot,12,gpt-4o,6680,ACTION_2,1.0,Sarah decides to keep the surprise party a secret to honor Mia's intentions.,,event_special
dd_14707,narrative_cot,11,gpt-4o,6629,NO_COMMITMENT,0.5,The response suggests merging celebrations but does not clearly choose between telling or not telling her family.,,event_special
dd_14707,narrative_cot,10,gpt-4o,6038,ACTION_1,1.0,"Sarah decides to tell her family about the surprise party, valuing honesty and open communication.",,event_special
dd_14707,narrative_cot,15,gpt-4o,6352,ACTION_1,0.9,Sarah decides to tell her family about the surprise party and suggests rescheduling their celebration.,,event_special
dd_14707,narrative_cot,16,gpt-4o,5949,ACTION_1,1.0,"Sarah decides to tell her family about the surprise party, prioritizing honesty and inclusion.",,event_special
dd_14707,narrative_cot,13,gpt-4o,6563,ACTION_1,1.0,Sarah decides to tell her family about the surprise party and adjust plans.,,event_special
dd_14707,narrative_cot,14,gpt-4o,6597,ACTION_1,0.9,Sarah decides to tell her family about the surprise party and proposes a merged celebration.,,event_special
dd_14707,narrative_cot,17,gpt-4o,6619,ACTION_1,0.9,Sarah decides to tell her family about the surprise party to preserve honesty and trust.,,event_special
dd_14707,narrative_cot,18,gpt-4o,6668,NO_COMMITMENT,0.7,The response suggests discussing with Emily but does not commit to a specific action.,,event_special
dd_14707,narrative_cot,19,gpt-4o,6511,NO_COMMITMENT,0.5,The response discusses multiple options without clearly committing to one specific action.,,event_special
dd_8015,baseline_io,0,gpt-4o,349,ACTION_2,0.9,"The response recommends accepting the boss's offer to pay, indicating not insisting on paying.",,event_special
dd_8015,baseline_io,3,gpt-4o,412,ACTION_2,0.9,"The response recommends accepting the boss's offer, indicating not insisting on paying.",,event_special
dd_8015,baseline_io,2,gpt-4o,476,ACTION_2,0.9,"The response recommends accepting the boss's offer, avoiding insistence on payment.",,event_special
dd_8015,baseline_io,4,gpt-4o,360,ACTION_2,0.9,"The response recommends accepting the boss's offer to pay, avoiding insistence on payment.",,event_special
dd_8015,baseline_io,1,gpt-4o,375,ACTION_2,0.9,"The response recommends graciously accepting the boss's offer, indicating not insisting on paying.",,event_special
dd_8015,baseline_io,5,gpt-4o,374,ACTION_2,0.9,The response recommends accepting the boss's offer to avoid awkwardness.,,event_special
dd_8015,baseline_io,6,gpt-4o,343,ACTION_2,0.9,"The response recommends accepting the boss's offer, indicating not insisting on paying.",,event_special
dd_8015,baseline_io,8,gpt-4o,445,ACTION_2,0.9,"The response recommends accepting the boss's offer to pay, avoiding conflict.",,event_special
dd_8015,baseline_io,9,gpt-4o,346,ACTION_2,0.9,"The response recommends accepting the boss's offer, indicating not insisting on paying.",,event_special
dd_8015,baseline_io,7,gpt-4o,364,ACTION_2,0.9,"The response recommends accepting the boss's offer to pay, avoiding insistence on payment.",,event_special
dd_8015,baseline_io,11,gpt-4o,408,ACTION_2,0.9,"The response recommends accepting the boss's offer, avoiding insistence on payment.",,event_special
dd_8015,baseline_io,12,gpt-4o,406,ACTION_2,0.9,"The response recommends accepting the boss's offer, indicating not insisting on paying.",,event_special
dd_8015,baseline_io,10,gpt-4o,360,ACTION_2,0.9,"The response recommends accepting the boss's offer, indicating not insisting on paying.",,event_special
dd_8015,baseline_io,14,gpt-4o,406,ACTION_2,0.9,"The response recommends accepting the boss's offer to pay, avoiding conflict.",,event_special
dd_8015,baseline_io,13,gpt-4o,367,ACTION_2,0.9,"The response recommends accepting the boss's offer, indicating not insisting on paying.",,event_special
dd_8015,baseline_io,16,gpt-4o,384,ACTION_2,0.9,"The response recommends accepting the boss's offer, indicating not insisting on paying.",,event_special
dd_8015,baseline_io,17,gpt-4o,421,ACTION_2,0.9,"The response recommends accepting the offer to pay, avoiding insistence on payment.",,event_special
dd_8015,baseline_io,15,gpt-4o,306,ACTION_2,0.9,The response recommends accepting the boss's offer to avoid awkwardness.,,event_special
dd_8015,baseline_io,18,gpt-4o,379,ACTION_2,0.9,"The response recommends accepting the boss's offer, avoiding insistence on paying.",,event_special
dd_8015,standard_cot,1,gpt-4o,2730,ACTION_2,0.9,"The response recommends graciously accepting the boss's offer, aligning with not insisting on paying.",,event_special
dd_8015,standard_cot,0,gpt-4o,2487,ACTION_2,0.9,"The response recommends graciously accepting the boss's offer to pay, aligning with social dynamics.",,event_special
dd_8015,standard_cot,2,gpt-4o,2577,ACTION_2,0.9,"The response recommends graciously accepting the boss's offer to pay, prioritizing professionalism and relationship over personal beliefs.",,event_special
dd_8015,baseline_io,19,gpt-4o,297,ACTION_2,0.9,"The response recommends accepting the boss's offer, indicating not insisting on paying.",,event_special
dd_8015,standard_cot,4,gpt-4o,2534,ACTION_2,0.9,"The response recommends accepting the boss's offer to pay, emphasizing respect for the relationship.",,event_special
dd_8015,standard_cot,5,gpt-4o,2416,NO_COMMITMENT,0.7,The response presents both options without clearly committing to one action.,,event_special
dd_8015,standard_cot,3,gpt-4o,2800,ACTION_2,0.8,The response suggests accepting the boss's offer while maintaining professionalism and gratitude.,,event_special
dd_8015,standard_cot,6,gpt-4o,2153,ACTION_2,0.9,"The response recommends accepting the boss's offer to pay, prioritizing relationship over personal values.",,event_special
dd_8015,standard_cot,7,gpt-4o,2502,ACTION_1,0.8,"The response recommends offering to pay or split the bill, aligning with insisting on paying.",,event_special
dd_8015,standard_cot,8,gpt-4o,2147,ACTION_2,0.9,"The response recommends accepting the boss's offer to pay, prioritizing relationship over personal values.",,event_special
dd_8015,standard_cot,9,gpt-4o,2334,ACTION_2,0.9,"The response suggests graciously accepting the offer, indicating not insisting on paying.",,event_special
dd_8015,standard_cot,10,gpt-4o,2514,ACTION_2,0.9,"The response recommends accepting the boss's offer to pay, emphasizing professionalism and gratitude.",,event_special
dd_8015,standard_cot,12,gpt-4o,2325,ACTION_2,0.9,"The response suggests accepting the boss's offer while proposing to pay later, indicating not insisting on paying now.",,event_special
dd_8015,standard_cot,14,gpt-4o,2171,ACTION_1,0.8,"The response recommends offering to pay, aligning with insisting on paying while allowing for flexibility.",,event_special
dd_8015,standard_cot,11,gpt-4o,2970,NO_COMMITMENT,0.7,The response suggests multiple options without clearly committing to one specific action.,,event_special
dd_8015,standard_cot,13,gpt-4o,2517,NO_COMMITMENT,0.7,The response presents both options without clearly committing to one action over the other.,,event_special
dd_8015,standard_cot,15,gpt-4o,3034,ACTION_2,0.9,"The response recommends graciously accepting the boss's offer to pay, aligning with social norms.",,event_special
dd_8015,standard_cot,17,gpt-4o,2088,ACTION_2,0.9,"The response recommends accepting the boss's offer graciously, aligning with not insisting on paying.",,event_special
dd_8015,standard_cot,16,gpt-4o,2580,ACTION_2,0.8,The response suggests graciously accepting the boss's offer to avoid awkwardness.,,event_special
dd_8015,standard_cot,18,gpt-4o,2806,ACTION_2,0.9,The response recommends graciously accepting the boss's offer to avoid awkwardness.,,event_special
dd_8015,standard_cot,19,gpt-4o,2670,ACTION_2,0.8,The response suggests accepting the boss's offer graciously while proposing a future reciprocation.,,event_special
dd_8015,narrative_cot,2,gpt-4o,6073,ACTION_2,0.9,"Mira decides to accept her boss's offer to pay, prioritizing relationship over her principles.",,event_special
dd_8015,narrative_cot,1,gpt-4o,5598,ACTION_2,0.9,"Ava decides to accept her boss's offer to pay, prioritizing relationship over her personal rule.",,event_special
dd_8015,narrative_cot,0,gpt-4o,6899,ACTION_2,0.9,"Alex decides to graciously accept Karen's offer to pay, prioritizing relationship over personal principles.",,event_special
dd_8015,narrative_cot,4,gpt-4o,6101,ACTION_2,1.0,"Elena chooses to accept her boss's offer to pay, prioritizing relationship over her principle.",,event_special
dd_8015,narrative_cot,3,gpt-4o,6055,ACTION_2,0.9,"Emma chooses to accept her boss's offer, prioritizing harmony over her discomfort with others paying for her.",,event_special
dd_8015,narrative_cot,5,gpt-4o,6241,ACTION_2,1.0,"Emma chooses to accept Mark's offer to pay, prioritizing their relationship over her discomfort.",,event_special
dd_8015,narrative_cot,8,gpt-4o,6215,ACTION_2,0.9,"Emma decides to accept Daniel's offer to pay, prioritizing their relationship over her discomfort.",,event_special
dd_8015,narrative_cot,6,gpt-4o,5463,ACTION_2,1.0,"Amara decides to allow her boss to pay for the meal, prioritizing relationship over her principles.",,event_special
dd_8015,narrative_cot,7,gpt-4o,6763,ACTION_2,1.0,The response clearly recommends Anna graciously accepting her boss's offer to pay.,,event_special
dd_8015,narrative_cot,9,gpt-4o,6692,ACTION_2,1.0,The response clearly recommends accepting the boss's offer to pay.,,event_special
dd_8015,narrative_cot,11,gpt-4o,6778,ACTION_2,0.9,"The response ultimately recommends accepting the boss's offer to pay, prioritizing relationship harmony over personal principles.",,event_special
dd_8015,narrative_cot,12,gpt-4o,6596,ACTION_2,1.0,"Jack decides to accept Sarah's offer to pay, prioritizing relationship over personal principles.",,event_special
dd_8015,narrative_cot,10,gpt-4o,6615,NO_COMMITMENT,0.7,The response suggests a compromise rather than a clear insistence on paying or not paying.,,event_special
dd_8015,narrative_cot,14,gpt-4o,6472,ACTION_2,1.0,"Lila decides to allow her boss to pay, prioritizing the relationship over her discomfort.",,event_special
dd_8015,narrative_cot,16,gpt-4o,5933,ACTION_2,0.9,"Emma decides to accept her boss's offer to pay, prioritizing the professional relationship over her discomfort.",,event_special
dd_8015,narrative_cot,15,gpt-4o,5546,ACTION_2,1.0,The response clearly recommends accepting the boss's offer to pay for the meal.,,event_special
dd_8015,narrative_cot,17,gpt-4o,5642,ACTION_2,1.0,"Amira decides to accept her boss's offer to pay, prioritizing rapport over her discomfort.",,event_special
dd_8015,narrative_cot,13,gpt-4o,6460,ACTION_2,1.0,"Emily chooses to let Mark pay, prioritizing relationship over her discomfort with accepting generosity.",,event_special
dd_43621,baseline_io,0,gpt-4o,289,ACTION_2,1.0,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_8015,narrative_cot,19,gpt-4o,6105,ACTION_2,0.9,"Alex decides to accept Janet's offer to pay, prioritizing relationship over personal values.",,event_special
dd_8015,narrative_cot,18,gpt-4o,7608,ACTION_2,0.9,"Clara chooses to split the bill, aligning with her values while respecting Martin's gesture.",,event_special
dd_43621,baseline_io,1,gpt-4o,270,ACTION_2,1.0,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,4,gpt-4o,298,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,2,gpt-4o,278,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,5,gpt-4o,301,ACTION_2,1.0,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,3,gpt-4o,336,ACTION_2,0.95,The response clearly recommends canceling the party for health reasons.,,event_special
dd_43621,baseline_io,6,gpt-4o,270,ACTION_2,0.95,The response clearly recommends canceling the party to protect others' health.,,event_special
dd_43621,baseline_io,7,gpt-4o,289,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,9,gpt-4o,237,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,8,gpt-4o,329,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,10,gpt-4o,326,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,11,gpt-4o,363,ACTION_2,1.0,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,13,gpt-4o,363,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,12,gpt-4o,351,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,16,gpt-4o,300,ACTION_2,1.0,The response clearly recommends canceling the party for health reasons.,,event_special
dd_43621,baseline_io,14,gpt-4o,345,ACTION_2,0.9,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,baseline_io,15,gpt-4o,299,ACTION_2,1.0,The response clearly recommends canceling the party to protect friends' health.,,event_special
dd_43621,baseline_io,19,gpt-4o,310,ACTION_2,1.0,The response clearly recommends canceling the party to protect health.,,event_special
dd_43621,standard_cot,0,gpt-4o,3400,ACTION_2,0.9,The response strongly recommends canceling or modifying the party to prioritize health and safety.,,event_special
dd_43621,baseline_io,18,gpt-4o,279,ACTION_2,0.95,The response clearly recommends canceling the party to protect others' health.,,event_special
dd_43621,baseline_io,17,gpt-4o,275,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43621,standard_cot,1,gpt-4o,2747,ACTION_2,0.9,The response clearly recommends canceling or postponing the party to prioritize health.,,event_special
dd_43621,standard_cot,3,gpt-4o,2770,ACTION_2,0.9,The response emphasizes prioritizing health and safety by recommending canceling or postponing the party.,,event_special
dd_43621,standard_cot,4,gpt-4o,3133,ACTION_2,0.9,The response strongly recommends canceling the party to prioritize health and safety.,,event_special
dd_43621,standard_cot,2,gpt-4o,3077,ACTION_2,0.9,The response strongly recommends canceling or postponing the party to protect others' health.,,event_special
dd_43621,standard_cot,5,gpt-4o,3356,ACTION_2,0.9,The response clearly recommends canceling or postponing the party to prioritize health and safety.,,event_special
dd_43621,standard_cot,6,gpt-4o,3066,ACTION_2,0.9,The response clearly recommends canceling or postponing the party to protect others' health.,,event_special
dd_43621,standard_cot,7,gpt-4o,2618,ACTION_2,0.95,The response clearly recommends canceling the party to prioritize guests' health.,,event_special
dd_43621,standard_cot,8,gpt-4o,3844,ACTION_2,0.9,The response strongly recommends canceling or postponing the party to avoid spreading illness.,,event_special
dd_43621,standard_cot,10,gpt-4o,3075,ACTION_2,0.9,The response strongly recommends canceling or postponing the party to prioritize health over disappointment.,,event_special
dd_43621,standard_cot,9,gpt-4o,3045,ACTION_2,0.9,The response strongly recommends canceling or postponing the party to protect guests' health.,,event_special
dd_43621,standard_cot,11,gpt-4o,3154,ACTION_2,1.0,The response clearly recommends canceling the party to prioritize health and safety.,,event_special
dd_43621,standard_cot,13,gpt-4o,3024,ACTION_2,0.9,The response strongly recommends canceling or postponing the party to prioritize health and safety.,,event_special
dd_43621,standard_cot,12,gpt-4o,3349,ACTION_2,0.9,The response strongly recommends canceling or postponing the party to prioritize health and safety.,,event_special
dd_43621,standard_cot,14,gpt-4o,2747,ACTION_2,0.9,The response clearly recommends canceling or postponing the party to prioritize health.,,event_special
dd_43621,standard_cot,17,gpt-4o,3016,ACTION_2,0.9,The response strongly recommends postponing the party to prioritize health and safety.,,event_special
dd_43621,standard_cot,15,gpt-4o,2860,ACTION_2,0.9,The response strongly recommends canceling or rescheduling the party to protect others' health.,,event_special
dd_43621,standard_cot,18,gpt-4o,3736,ACTION_2,0.9,The response strongly recommends canceling or rescheduling the party to prioritize guests' health.,,event_special
dd_43621,standard_cot,16,gpt-4o,2680,ACTION_2,0.9,The response clearly recommends canceling or postponing the party to prioritize health and safety.,,event_special
dd_43621,standard_cot,19,gpt-4o,3429,ACTION_2,0.9,The response clearly recommends canceling or postponing the party to prioritize health and safety.,,event_special
dd_43621,narrative_cot,3,gpt-4o,6767,ACTION_2,1.0,Alex decided to cancel the party to protect others' health despite potential disappointment.,,event_special
dd_43621,narrative_cot,2,gpt-4o,7029,ACTION_2,1.0,Ava decides to cancel the party to prioritize her friends' health and safety.,,event_special
dd_43621,narrative_cot,0,gpt-4o,5031,ACTION_2,1.0,Elena cancels the party to prioritize her friends' health over her desire to host.,,event_special
dd_43621,narrative_cot,4,gpt-4o,6487,ACTION_2,1.0,Emily decides to cancel the party for the safety of her friends.,,event_special
dd_43621,narrative_cot,1,gpt-4o,5718,ACTION_2,1.0,"Maya cancels the party to prevent spreading illness, prioritizing health over social obligations.",,event_special
dd_43621,narrative_cot,6,gpt-4o,6429,ACTION_2,1.0,Samantha decided to cancel the party to prioritize the health of her friends.,,event_special
dd_43621,narrative_cot,5,gpt-4o,5886,ACTION_2,1.0,Sam prioritizes health over disappointment and decides to cancel the party.,,event_special
dd_43621,narrative_cot,7,gpt-4o,6420,ACTION_2,1.0,Emma prioritizes health and safety by canceling the party due to her illness.,,event_special
dd_43621,narrative_cot,10,gpt-4o,4951,ACTION_2,1.0,The response clearly recommends canceling the party to avoid spreading illness.,,event_special
dd_43621,narrative_cot,9,gpt-4o,7084,ACTION_2,1.0,Emma decides to cancel the party to protect her friends' health.,,event_special
dd_43621,narrative_cot,8,gpt-4o,6797,ACTION_2,1.0,Elena decides to cancel the party to prioritize the health of her friends.,,event_special
dd_43621,narrative_cot,11,gpt-4o,6128,ACTION_2,1.0,Ava decides to cancel the party to prioritize her friends' health over her desire to host.,,event_special
dd_43621,narrative_cot,13,gpt-4o,5536,ACTION_2,1.0,Mia decides to cancel the party to protect her friends' health.,,event_special
dd_43621,narrative_cot,14,gpt-4o,6225,ACTION_2,1.0,Elena cancels the party to prioritize her friends' health over her commitment.,,event_special
dd_43621,narrative_cot,12,gpt-4o,6309,ACTION_2,1.0,Harper decides to cancel the party to prioritize health and well-being.,,event_special
dd_43621,narrative_cot,15,gpt-4o,5938,ACTION_2,1.0,"Emma prioritizes health and safety over the party, choosing to cancel it responsibly.",,event_special
dd_43621,narrative_cot,18,gpt-4o,5857,ACTION_2,1.0,Anna clearly decides to cancel the party to protect her friends' health.,,event_special
dd_43621,narrative_cot,16,gpt-4o,6548,ACTION_2,1.0,Mia prioritizes health and safety by deciding to cancel the party.,,event_special
dd_43621,narrative_cot,19,gpt-4o,6194,ACTION_2,1.0,The response clearly recommends canceling the party to prioritize health and well-being.,,event_special
dd_43621,narrative_cot,17,gpt-4o,6025,ACTION_2,1.0,The response clearly recommends canceling the party to prioritize health.,,event_special
dd_43164,baseline_io,2,gpt-4o,579,NO_COMMITMENT,0.6,"The response suggests both appreciation and potential honesty, without clearly committing to one action.",,event_special
dd_43164,baseline_io,0,gpt-4o,599,ACTION_2,0.9,The response advocates for expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,1,gpt-4o,425,NO_COMMITMENT,0.6,"The response suggests both gratitude and honesty, without clearly committing to one action.",,event_special
dd_43164,baseline_io,3,gpt-4o,510,ACTION_2,0.9,The response emphasizes expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,4,gpt-4o,423,ACTION_2,0.8,The response suggests expressing discomfort honestly while maintaining appreciation for friends' efforts.,,event_special
dd_43164,baseline_io,6,gpt-4o,821,ACTION_2,0.9,The response advocates for expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,5,gpt-4o,607,ACTION_2,0.9,The response emphasizes expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,7,gpt-4o,607,ACTION_2,0.9,The response emphasizes expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,9,gpt-4o,460,ACTION_2,0.9,The response advocates for expressing discomfort honestly while acknowledging friends' efforts.,,event_special
dd_43164,baseline_io,10,gpt-4o,592,ACTION_2,0.9,The response advocates for expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,8,gpt-4o,452,ACTION_2,0.8,The response suggests expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,11,gpt-4o,400,ACTION_2,0.8,The response suggests expressing discomfort honestly while appreciating their efforts.,,event_special
dd_43164,baseline_io,15,gpt-4o,608,ACTION_2,0.9,The response advocates for expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,14,gpt-4o,405,ACTION_2,0.8,"The response suggests expressing discomfort while acknowledging friends' efforts, aligning with honest communication.",,event_special
dd_43164,baseline_io,12,gpt-4o,410,NO_COMMITMENT,0.7,The response suggests both appreciation and honesty without clearly favoring one action over the other.,,event_special
dd_43164,baseline_io,13,gpt-4o,454,ACTION_2,0.8,The response suggests expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,16,gpt-4o,461,NO_COMMITMENT,0.6,"The response suggests both appreciation and potential honesty, without clearly committing to one action.",,event_special
dd_43164,baseline_io,18,gpt-4o,523,ACTION_2,0.9,The response advocates for expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,baseline_io,17,gpt-4o,634,NO_COMMITMENT,0.6,"The response suggests both appreciation and honesty, without clearly favoring one action over the other.",,event_special
dd_43164,baseline_io,19,gpt-4o,416,NO_COMMITMENT,0.6,"The response suggests both pretending and expressing discomfort, lacking a clear recommendation.",,event_special
dd_43164,standard_cot,3,gpt-4o,2979,NO_COMMITMENT,0.7,The response suggests a balanced approach without clearly committing to either pretending or expressing discomfort.,,event_special
dd_43164,standard_cot,0,gpt-4o,2235,ACTION_1,0.9,The response recommends pretending to enjoy the party initially to avoid hurting friends' feelings.,,event_special
dd_43164,standard_cot,1,gpt-4o,2923,NO_COMMITMENT,0.7,The response suggests a balanced approach without clearly committing to either pretending or expressing discomfort.,,event_special
dd_43164,standard_cot,2,gpt-4o,3578,NO_COMMITMENT,0.5,The response presents both options without clearly committing to one over the other.,,event_special
dd_43164,standard_cot,4,gpt-4o,3245,ACTION_1,0.8,"The response suggests engaging positively during the party while later expressing discomfort, aligning with pretending to enjoy initially.",,event_special
dd_43164,standard_cot,5,gpt-4o,2770,NO_COMMITMENT,0.6,The response suggests a balanced approach without clearly committing to either pretending or expressing discomfort.,,event_special
dd_43164,standard_cot,7,gpt-4o,3030,ACTION_1,0.8,The response suggests temporarily masking discomfort by expressing gratitude at the party.,,event_special
dd_43164,standard_cot,6,gpt-4o,2609,NO_COMMITMENT,0.7,The response suggests balancing gratitude and honesty without clearly committing to one action.,,event_special
dd_43164,standard_cot,10,gpt-4o,3952,NO_COMMITMENT,0.6,"The response suggests both pretending and expressing discomfort, lacking a clear recommendation.",,event_special
dd_43164,standard_cot,11,gpt-4o,2914,NO_COMMITMENT,0.6,The response presents both options without clearly committing to one action over the other.,,event_special
dd_43164,standard_cot,8,gpt-4o,2628,ACTION_1,0.8,The response suggests pretending to enjoy the party initially to avoid hurting friends' feelings.,,event_special
dd_43164,standard_cot,9,gpt-4o,2951,ACTION_2,0.9,The response emphasizes expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,standard_cot,12,gpt-4o,2973,NO_COMMITMENT,0.6,The response suggests balancing gratitude and discomfort without clearly committing to one action.,,event_special
dd_43164,standard_cot,14,gpt-4o,3200,NO_COMMITMENT,0.7,The response suggests balancing gratitude and discomfort without clearly committing to one action.,,event_special
dd_43164,standard_cot,13,gpt-4o,3042,NO_COMMITMENT,0.7,The response presents both options without clearly committing to one action over the other.,,event_special
dd_43164,standard_cot,15,gpt-4o,3351,NO_COMMITMENT,0.7,The response suggests a mix of both options without clearly committing to one action.,,event_special
dd_43164,standard_cot,16,gpt-4o,3444,NO_COMMITMENT,0.7,The response suggests balancing honesty and kindness without clearly committing to one action.,,event_special
dd_43164,standard_cot,17,gpt-4o,3138,NO_COMMITMENT,0.5,The response suggests a middle ground without clearly committing to either pretending or expressing discomfort.,,event_special
dd_43164,standard_cot,18,gpt-4o,3132,ACTION_1,0.8,"The response suggests focusing on gratitude at the party, implying pretending to enjoy it to avoid hurting friends.",,event_special
dd_43164,standard_cot,19,gpt-4o,3178,ACTION_1,0.9,The response recommends pretending to enjoy the party initially to avoid hurting friends' feelings.,,event_special
dd_43164,narrative_cot,3,gpt-4o,5874,ACTION_2,1.0,The response clearly advocates for expressing discomfort honestly while appreciating friends' efforts.,,event_special
dd_43164,narrative_cot,0,gpt-4o,5184,ACTION_2,1.0,The response clearly advocates for expressing discomfort honestly to strengthen relationships.,,event_special
dd_43164,narrative_cot,1,gpt-4o,5987,ACTION_2,1.0,Maya chooses to express her discomfort honestly to maintain authenticity and strengthen her relationships.,,event_special
dd_43164,narrative_cot,2,gpt-4o,6407,ACTION_2,1.0,The response clearly advocates for Emma to express her discomfort honestly.,,event_special
