model,scaffold,arm,stake_nudge,stake_intervention,item_id,sample_idx,gold_verdict,role_id,paper_role,role_stake,group_verdict,group_at_fault,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len,seat_index,seat_model,r0_verdict,r2_verdict,r0_output_len,r0_finish_reason
multivendor,narrative_cot,third_person,0,none,uinJ5VBKH23YZk72mChQasIFcXN3blaQ,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,350,2,gpt-5.4-nano,NTA,NTA,5942,stop
multivendor,narrative_cot,third_person,0,none,uinJ5VBKH23YZk72mChQasIFcXN3blaQ,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,417,3,grok-4-1-fast-reasoning,NTA,NTA,5008,stop
multivendor,narrative_cot,third_person,0,none,ucaJYwc2tbsU1X2Q6SXhq6wdHxwUtloO,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,249,1,0,1,ACCEPT,0,1,1,0,end_turn,0,6039,1,claude-haiku-4-5,ESH,ESH,5077,end_turn
multivendor,narrative_cot,third_person,0,none,ucaJYwc2tbsU1X2Q6SXhq6wdHxwUtloO,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,213,1,0,1,ACCEPT,0,1,1,0,stop,0,543,2,gpt-5.4-nano,NTA,NTA,6093,stop
multivendor,narrative_cot,third_person,0,none,ucaJYwc2tbsU1X2Q6SXhq6wdHxwUtloO,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,527,3,grok-4-1-fast-reasoning,NTA,NTA,4321,stop
multivendor,narrative_cot,third_person,0,none,vZQ170MkFgmok3Gpq3xQneEOfTUpM2DI,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,5135,1,claude-haiku-4-5,ESH,NTA,4427,end_turn
multivendor,narrative_cot,third_person,0,none,vZQ170MkFgmok3Gpq3xQneEOfTUpM2DI,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,2902,2,gpt-5.4-nano,NTA,NTA,4126,stop
multivendor,narrative_cot,third_person,0,none,vZQ170MkFgmok3Gpq3xQneEOfTUpM2DI,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,493,3,grok-4-1-fast-reasoning,NTA,NTA,1034,stop
multivendor,narrative_cot,third_person,0,none,v0Da9xfEsHi5lxPn8DOt4rWL13jsX8Ng,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,228,1,0,1,REJECT,1,1,0,0,end_turn,0,5493,1,claude-haiku-4-5,ESH,NTA,3891,end_turn
multivendor,narrative_cot,third_person,0,none,v0Da9xfEsHi5lxPn8DOt4rWL13jsX8Ng,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,256,1,0,1,ACCEPT,0,1,1,0,stop,0,487,2,gpt-5.4-nano,NTA,NTA,4685,stop
multivendor,narrative_cot,third_person,0,none,v0Da9xfEsHi5lxPn8DOt4rWL13jsX8Ng,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,528,3,grok-4-1-fast-reasoning,NTA,NTA,820,stop
multivendor,narrative_cot,third_person,0,none,ve49UPTrL6utJsvFS2RSF3p0X0yZtTFW,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,4842,1,claude-haiku-4-5,ESH,ESH,3876,end_turn
multivendor,narrative_cot,third_person,0,none,ve49UPTrL6utJsvFS2RSF3p0X0yZtTFW,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,204,1,0,1,ACCEPT,0,1,1,0,stop,0,430,2,gpt-5.4-nano,NTA,NTA,4030,stop
multivendor,narrative_cot,third_person,0,none,ve49UPTrL6utJsvFS2RSF3p0X0yZtTFW,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,449,3,grok-4-1-fast-reasoning,NTA,NTA,1224,stop
multivendor,narrative_cot,third_person,0,none,vgc88Ifx34HzMO9So0JLWiJjpPvshOf0,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,316,1,0,1,ACCEPT,0,1,1,0,end_turn,0,5804,1,claude-haiku-4-5,NTA,NTA,5011,end_turn
multivendor,narrative_cot,third_person,0,none,vgc88Ifx34HzMO9So0JLWiJjpPvshOf0,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,437,2,gpt-5.4-nano,NTA,NTA,4022,stop
multivendor,narrative_cot,third_person,0,none,vgc88Ifx34HzMO9So0JLWiJjpPvshOf0,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,478,3,grok-4-1-fast-reasoning,NTA,NTA,4971,stop
multivendor,narrative_cot,third_person,0,none,vkY7yOdSV3fGkSXPJ6dMEHuE4NFeAhbh,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,4913,1,claude-haiku-4-5,NTA,NTA,3971,end_turn
multivendor,narrative_cot,third_person,0,none,vkY7yOdSV3fGkSXPJ6dMEHuE4NFeAhbh,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,196,1,0,1,ACCEPT,0,1,1,0,stop,0,442,2,gpt-5.4-nano,NTA,NTA,4537,stop
multivendor,narrative_cot,third_person,0,none,vkY7yOdSV3fGkSXPJ6dMEHuE4NFeAhbh,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,442,3,grok-4-1-fast-reasoning,NTA,NTA,1118,stop
multivendor,narrative_cot,third_person,0,none,vxBu6146zlDTwtsSpzQf5WzG5gA9VNVY,0,NTA,reader_1_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,3515,1,claude-haiku-4-5,ESH,ESH,4175,end_turn
multivendor,narrative_cot,third_person,0,none,vxBu6146zlDTwtsSpzQf5WzG5gA9VNVY,0,NTA,reader_2_noedge,multivendor_reader,none,ESH,1,ESH,REJECT,1,unresolvable,188,1,0,1,ACCEPT,0,1,1,0,stop,0,459,2,gpt-5.4-nano,NTA,NTA,4782,stop
multivendor,narrative_cot,third_person,0,none,vxBu6146zlDTwtsSpzQf5WzG5gA9VNVY,0,NTA,reader_3_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,346,3,grok-4-1-fast-reasoning,ESH,ESH,1052,stop
multivendor,narrative_cot,third_person,0,none,wRzopmo6LwDvsA9c2F3JUXuyqYF5ss12,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,170,1,0,1,ACCEPT,0,1,1,0,end_turn,0,6481,1,claude-haiku-4-5,NTA,NTA,4175,end_turn
multivendor,narrative_cot,third_person,0,none,wRzopmo6LwDvsA9c2F3JUXuyqYF5ss12,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,290,1,0,1,ACCEPT,0,1,1,0,stop,0,521,2,gpt-5.4-nano,NTA,NTA,4932,stop
multivendor,narrative_cot,third_person,0,none,wRzopmo6LwDvsA9c2F3JUXuyqYF5ss12,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,562,3,grok-4-1-fast-reasoning,NTA,NTA,1244,stop
multivendor,narrative_cot,third_person,0,none,wgJKZA41Y9hXYb5prXSUoRYRL758WlDL,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,5634,1,claude-haiku-4-5,NTA,NTA,4197,end_turn
multivendor,narrative_cot,third_person,0,none,wgJKZA41Y9hXYb5prXSUoRYRL758WlDL,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,289,1,0,1,ACCEPT,0,1,1,0,stop,0,442,2,gpt-5.4-nano,NTA,NTA,5065,stop
multivendor,narrative_cot,third_person,0,none,wgJKZA41Y9hXYb5prXSUoRYRL758WlDL,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,465,3,grok-4-1-fast-reasoning,NTA,NTA,750,stop
multivendor,narrative_cot,third_person,0,none,xE47EAOKLW6zRA8ERbbze3uol2tMmSFG,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,255,1,0,0,ACCEPT,0,1,1,0,end_turn,0,5329,1,claude-haiku-4-5,ESH,ESH,4418,end_turn
multivendor,narrative_cot,third_person,0,none,xE47EAOKLW6zRA8ERbbze3uol2tMmSFG,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,172,1,0,1,ACCEPT,0,1,1,0,stop,0,558,2,gpt-5.4-nano,NTA,NOVERDICT,4350,stop
multivendor,narrative_cot,third_person,0,none,xE47EAOKLW6zRA8ERbbze3uol2tMmSFG,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,513,3,grok-4-1-fast-reasoning,NTA,NTA,1188,stop
multivendor,narrative_cot,third_person,0,none,xI89Uxgxtls0rUK7NMq28BVnd1Ev9N4m,0,NTA,reader_1_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,4835,1,claude-haiku-4-5,ESH,ESH,3820,end_turn
multivendor,narrative_cot,third_person,0,none,xI89Uxgxtls0rUK7NMq28BVnd1Ev9N4m,0,NTA,reader_2_noedge,multivendor_reader,none,ESH,1,ESH,NOVERDICT,0,unresolvable,219,0,0,1,ACCEPT,0,1,0,0,stop,0,448,2,gpt-5.4-nano,NTA,NTA,4688,stop
multivendor,narrative_cot,third_person,0,none,xI89Uxgxtls0rUK7NMq28BVnd1Ev9N4m,0,NTA,reader_3_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,526,3,grok-4-1-fast-reasoning,NTA,NOVERDICT,867,stop
multivendor,narrative_cot,third_person,0,none,yRuPfV2LYXP1vgrM66EAHFEpFFc2yQ0d,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,226,1,0,1,ACCEPT,0,1,1,0,end_turn,0,6272,1,claude-haiku-4-5,NTA,NTA,3914,end_turn
multivendor,narrative_cot,third_person,0,none,yRuPfV2LYXP1vgrM66EAHFEpFFc2yQ0d,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,601,2,gpt-5.4-nano,NTA,NTA,5280,stop
multivendor,narrative_cot,third_person,0,none,yRuPfV2LYXP1vgrM66EAHFEpFFc2yQ0d,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,stop,0,590,3,grok-4-1-fast-reasoning,NTA,NTA,1353,stop
multivendor,narrative_cot,third_person,0,none,yXsvs9JqAsCpwURWGQGTMKiwKWOUk5D4,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,407,1,0,1,ACCEPT,0,1,1,0,end_turn,0,6991,1,claude-haiku-4-5,ESH,ESH,4203,end_turn
multivendor,narrative_cot,third_person,0,none,yXsvs9JqAsCpwURWGQGTMKiwKWOUk5D4,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,210,1,0,1,ACCEPT,0,1,1,0,stop,0,350,2,gpt-5.4-nano,NTA,NTA,3924,stop
multivendor,narrative_cot,third_person,0,none,yXsvs9JqAsCpwURWGQGTMKiwKWOUk5D4,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,REJECT,1,1,0,0,stop,0,414,3,grok-4-1-fast-reasoning,NTA,NTA,714,stop
multivendor,narrative_cot,third_person,0,none,yj7QQ4RlFpm5DwIK3lWMU9bO7LbLxUb3,0,NTA,reader_1_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,251,1,0,1,ACCEPT,0,1,1,0,end_turn,0,4729,1,claude-haiku-4-5,ESH,NTA,3505,end_turn
multivendor,narrative_cot,third_person,0,none,yj7QQ4RlFpm5DwIK3lWMU9bO7LbLxUb3,0,NTA,reader_2_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,509,2,gpt-5.4-nano,ESH,ESH,4457,stop
multivendor,narrative_cot,third_person,0,none,yj7QQ4RlFpm5DwIK3lWMU9bO7LbLxUb3,0,NTA,reader_3_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,454,3,grok-4-1-fast-reasoning,ESH,ESH,1250,stop
multivendor,narrative_cot,third_person,0,none,z5pZ5iiUO9DxNwYNJ5fdnGO1wEDT8zQd,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,351,1,0,1,ACCEPT,0,1,1,0,end_turn,0,5422,1,claude-haiku-4-5,NTA,NTA,4145,end_turn
multivendor,narrative_cot,third_person,0,none,z5pZ5iiUO9DxNwYNJ5fdnGO1wEDT8zQd,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,2521,2,gpt-5.4-nano,NTA,NTA,3974,stop
multivendor,narrative_cot,third_person,0,none,z5pZ5iiUO9DxNwYNJ5fdnGO1wEDT8zQd,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,494,3,grok-4-1-fast-reasoning,NTA,NTA,1262,stop
multivendor,narrative_cot,third_person,0,none,zgMq1VgQuHTpsYZxC6rP1UyzYSr9HXXy,0,NTA,reader_1_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,324,1,0,1,ACCEPT,0,1,1,0,end_turn,0,4842,1,claude-haiku-4-5,ESH,ESH,4333,end_turn
multivendor,narrative_cot,third_person,0,none,zgMq1VgQuHTpsYZxC6rP1UyzYSr9HXXy,0,NTA,reader_2_noedge,multivendor_reader,none,ESH,1,ESH,REJECT,1,unresolvable,277,1,0,0,REJECT,1,1,0,0,stop,0,429,2,gpt-5.4-nano,NTA,NTA,4682,stop
multivendor,narrative_cot,third_person,0,none,zgMq1VgQuHTpsYZxC6rP1UyzYSr9HXXy,0,NTA,reader_3_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,437,3,grok-4-1-fast-reasoning,ESH,ESH,1194,stop
multivendor,narrative_cot,third_person,0,none,zEPGZSiHbKVXYnQBFz1yJrqHUmEAfUBT,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,222,1,0,1,ACCEPT,0,1,1,0,end_turn,0,6809,1,claude-haiku-4-5,NTA,NTA,5007,end_turn
multivendor,narrative_cot,third_person,0,none,zEPGZSiHbKVXYnQBFz1yJrqHUmEAfUBT,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,299,1,0,1,ACCEPT,0,1,1,0,stop,0,3402,2,gpt-5.4-nano,NTA,NTA,5857,stop
multivendor,narrative_cot,third_person,0,none,zEPGZSiHbKVXYnQBFz1yJrqHUmEAfUBT,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,497,3,grok-4-1-fast-reasoning,NTA,NTA,4864,stop
multivendor,narrative_cot,third_person,0,none,zoodWti3IiPABKc4oMiDSZcXOGfYJ1qn,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,226,1,0,1,ACCEPT,0,1,1,0,end_turn,0,3979,1,claude-haiku-4-5,ESH,NTA,3968,end_turn
multivendor,narrative_cot,third_person,0,none,zoodWti3IiPABKc4oMiDSZcXOGfYJ1qn,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,242,1,0,1,ACCEPT,0,1,1,0,stop,0,467,2,gpt-5.4-nano,NTA,NTA,3971,stop
multivendor,narrative_cot,third_person,0,none,zoodWti3IiPABKc4oMiDSZcXOGfYJ1qn,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,REJECT,1,unresolvable,329,1,0,0,REJECT,1,1,0,0,stop,0,524,3,grok-4-1-fast-reasoning,YTA,YTA,927,stop
multivendor,narrative_cot,third_person,0,none,zquXBDPECV8n4MM6oqZfB7VX1nzSjRpx,0,NTA,reader_1_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,235,1,0,1,REJECT,1,1,0,0,end_turn,0,6518,1,claude-haiku-4-5,ESH,ESH,6207,end_turn
multivendor,narrative_cot,third_person,0,none,zquXBDPECV8n4MM6oqZfB7VX1nzSjRpx,0,NTA,reader_2_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,223,1,0,0,REJECT,1,1,0,0,stop,0,398,2,gpt-5.4-nano,NTA,NTA,3667,stop
multivendor,narrative_cot,third_person,0,none,zquXBDPECV8n4MM6oqZfB7VX1nzSjRpx,0,NTA,reader_3_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,509,3,grok-4-1-fast-reasoning,ESH,ESH,4945,stop
multivendor,narrative_cot,as_asker,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,reader_1_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,4212,1,claude-haiku-4-5,YTA,YTA,3274,end_turn
multivendor,narrative_cot,as_asker,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,reader_2_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,407,2,gpt-5.4-nano,YTA,YTA,3867,stop
multivendor,narrative_cot,as_asker,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,reader_3_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,415,3,grok-4-1-fast-reasoning,YTA,YTA,4790,stop
multivendor,narrative_cot,as_asker,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,reader_1_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,6049,1,claude-haiku-4-5,YTA,YTA,5286,end_turn
multivendor,narrative_cot,as_asker,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,reader_2_noedge,multivendor_reader,none,YTA,1,YTA,REJECT,1,unresolvable,338,1,0,1,ACCEPT,0,1,1,0,stop,0,588,2,gpt-5.4-nano,NTA,NTA,5568,stop
multivendor,narrative_cot,as_asker,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,reader_3_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,605,3,grok-4-1-fast-reasoning,YTA,YTA,5226,stop
multivendor,narrative_cot,as_asker,0,none,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,reader_1_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,3825,1,claude-haiku-4-5,YTA,YTA,3594,end_turn
multivendor,narrative_cot,as_asker,0,none,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,reader_2_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,212,1,0,1,ACCEPT,0,1,1,0,stop,0,346,2,gpt-5.4-nano,YTA,YTA,4537,stop
multivendor,narrative_cot,as_asker,0,none,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,reader_3_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,487,3,grok-4-1-fast-reasoning,YTA,YTA,883,stop
multivendor,narrative_cot,as_asker,0,none,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,reader_1_noedge,multivendor_reader,none,NAH,0,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,5488,1,claude-haiku-4-5,ESH,ESH,5896,end_turn
multivendor,narrative_cot,as_asker,0,none,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,reader_2_noedge,multivendor_reader,none,NAH,0,ESH,ACCEPT_WITH_MODIFICATION,1,modification,268,1,0,0,REJECT,1,1,0,0,stop,0,463,2,gpt-5.4-nano,NTA,NTA,4271,stop
multivendor,narrative_cot,as_asker,0,none,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,reader_3_noedge,multivendor_reader,none,NAH,0,ESH,REJECT,1,unresolvable,356,1,0,1,ACCEPT,0,1,1,0,stop,0,489,3,grok-4-1-fast-reasoning,NAH,NAH,1181,stop
multivendor,narrative_cot,as_asker,0,none,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,reader_1_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,3279,1,claude-haiku-4-5,YTA,YTA,3528,end_turn
multivendor,narrative_cot,as_asker,0,none,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,reader_2_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,187,1,0,1,ACCEPT,0,1,1,0,stop,0,326,2,gpt-5.4-nano,ESH,ESH,3565,stop
multivendor,narrative_cot,as_asker,0,none,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,reader_3_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,314,3,grok-4-1-fast-reasoning,YTA,YTA,781,stop
multivendor,narrative_cot,as_asker,0,none,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,reader_1_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,4545,1,claude-haiku-4-5,ESH,ESH,3606,end_turn
multivendor,narrative_cot,as_asker,0,none,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,reader_2_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,229,1,0,1,ACCEPT,0,1,1,0,stop,0,2289,2,gpt-5.4-nano,NTA,NTA,4024,stop
multivendor,narrative_cot,as_asker,0,none,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,reader_3_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,516,3,grok-4-1-fast-reasoning,ESH,ESH,1149,stop
multivendor,narrative_cot,as_asker,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,0,YTA,reader_1_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,2637,1,claude-haiku-4-5,YTA,YTA,3470,end_turn
multivendor,narrative_cot,as_asker,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,0,YTA,reader_2_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,742,2,gpt-5.4-nano,YTA,YTA,3868,stop
multivendor,narrative_cot,as_asker,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,0,YTA,reader_3_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,420,3,grok-4-1-fast-reasoning,YTA,YTA,3773,stop
multivendor,narrative_cot,as_asker,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,reader_1_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,5115,1,claude-haiku-4-5,YTA,YTA,4612,end_turn
multivendor,narrative_cot,as_asker,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,reader_2_noedge,multivendor_reader,none,YTA,1,YTA,REJECT,1,,0,1,1,0,ACCEPT,0,1,1,0,stop,0,3666,2,gpt-5.4-nano,NTA,NTA,4462,stop
multivendor,narrative_cot,as_asker,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,reader_3_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,435,3,grok-4-1-fast-reasoning,YTA,YTA,4120,stop
multivendor,narrative_cot,as_asker,0,none,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,reader_1_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,237,1,0,1,ACCEPT,0,1,1,0,end_turn,0,539,1,claude-haiku-4-5,YTA,YTA,3485,end_turn
multivendor,narrative_cot,as_asker,0,none,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,reader_2_noedge,multivendor_reader,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,439,2,gpt-5.4-nano,YTA,YTA,3858,stop
