gen,proxy,n,diff,lo,hi,dz,W,pos,comp
gpt-5.4-nano,gzip,113,-0.0014328760638172419,-0.005060403259209963,0.0020479798884648,-0.0941533523443264,800,head,NoT_vs_VERBOSE
gpt-5.4-nano,lzma,113,-0.004179380074680824,-0.008234328192200912,-0.00021203853656857996,-0.24650087037100932,800,head,NoT_vs_VERBOSE
gpt-5.4-nano,h_char5,113,-0.020985169992413517,-0.033769437795006615,-0.008735819083354423,-0.4302161192572125,800,head,NoT_vs_VERBOSE
gpt-5.4-nano,hrate_k5,113,-0.009566098130724057,-0.015087811227554324,-0.004175011843482329,-0.40171343854360747,800,head,NoT_vs_VERBOSE
gpt-5.4-nano,mattr50,113,-0.01485711939541899,-0.022948940833684307,-0.0069342370382928925,-0.41687712670609556,800,head,NoT_vs_VERBOSE
gpt-5.4-nano,mean_sent_words,113,0.512308389742018,-1.347626538775875,2.1842701124058856,0.06683736878582007,800,head,NoT_vs_VERBOSE
gpt-5.4-nano,mean_word_len,113,0.1197721878898633,0.05375967819164727,0.1844883389216938,0.3807014251965659,800,head,NoT_vs_VERBOSE
gpt-5.4-nano,comma_per_word,113,0.017878514581450507,0.01174856845442844,0.023636170562665832,0.7722515493235388,800,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,gzip,137,-0.0014039649058476622,-0.004298036499128847,0.001271599505291499,-0.09739554526139489,800,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,lzma,137,-0.0026122254348992847,-0.005730685960429994,0.0003737352540664459,-0.1763123867176662,800,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,h_char5,137,-0.010934523350752883,-0.020577714551435623,-0.001948660743632361,-0.2402302704365454,800,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,hrate_k5,137,0.007925963013108755,0.0037746019898085943,0.012096258283710332,0.39793147474444196,800,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mattr50,137,-0.021616169425712012,-0.027766706334623685,-0.016107953501796994,-0.7980612298539912,800,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_sent_words,137,3.3801181786583245,2.127256904629187,4.666330745593334,0.7113749072933788,800,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_word_len,137,-0.6245313189963749,-0.6952741187892834,-0.5545871208463955,-1.9631783393786906,800,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,comma_per_word,137,-0.030784765926530715,-0.03661578679371837,-0.024582255337058614,-1.0396828543625938,800,head,NoT_vs_VERBOSE
POOLED,gzip,137,-0.0004290869288640335,-0.002139428047172328,0.0013963013774305852,-0.02857391501378505,800,head,NoT_vs_VERBOSE
POOLED,lzma,137,-0.004569294475331092,-0.0065505105724959775,-0.002604713402896049,-0.2840376547367444,800,head,NoT_vs_VERBOSE
POOLED,h_char5,137,-0.017411239113784206,-0.023949390776902297,-0.010852263980981327,-0.34837982364216585,800,head,NoT_vs_VERBOSE
POOLED,hrate_k5,137,-0.006620040183582765,-0.00908139845416647,-0.004159605733408373,-0.2853005321806171,800,head,NoT_vs_VERBOSE
POOLED,mattr50,137,-0.023984684395000608,-0.02760364994773035,-0.020333351846701153,-0.7127170061240872,800,head,NoT_vs_VERBOSE
POOLED,mean_sent_words,137,-5.888449995706552,-7.44713476295983,-4.435923612896436,-0.405575702059475,800,head,NoT_vs_VERBOSE
POOLED,mean_word_len,137,-0.16092420886786124,-0.1972136249522804,-0.1245363191633176,-0.4668187643825971,800,head,NoT_vs_VERBOSE
POOLED,comma_per_word,137,0.009037466756598875,0.006231017558970623,0.011829274309272006,0.3990596926889005,800,head,NoT_vs_VERBOSE
claude-haiku-4-5,gzip,150,-0.007507741004017238,-0.010892562575509964,-0.0039424819521395585,-0.46059460828854154,800,mid,NoT_vs_CoT
claude-haiku-4-5,lzma,150,-0.00879941097587038,-0.01239368752794597,-0.005041503220419256,-0.5196188764775949,800,mid,NoT_vs_CoT
claude-haiku-4-5,h_char5,150,-0.03549134087462816,-0.048039757117283505,-0.022568079630043487,-0.6093340045210397,800,mid,NoT_vs_CoT
claude-haiku-4-5,hrate_k5,150,-0.004610750257507893,-0.009190746977836657,0.00020495864147822176,-0.19744371786275186,800,mid,NoT_vs_CoT
claude-haiku-4-5,mattr50,150,-0.0166101858194507,-0.02391759443826554,-0.009738236246622197,-0.42291992919914817,800,mid,NoT_vs_CoT
claude-haiku-4-5,mean_sent_words,150,-15.643292340557048,-22.038474310030928,-9.211152406716382,-0.4226234193983619,800,mid,NoT_vs_CoT
claude-haiku-4-5,mean_word_len,150,0.16166408218088113,0.08937197253646413,0.23322246117039555,0.4135804579710657,800,mid,NoT_vs_CoT
claude-haiku-4-5,comma_per_word,150,0.002501065326297419,-0.0021249475713762873,0.006865854288136667,0.13592430778113482,800,mid,NoT_vs_CoT
claude-sonnet-4-6,gzip,150,0.0006918801806105667,-0.0031219151460869683,0.004520965735156597,0.04383822636580509,800,mid,NoT_vs_CoT
claude-sonnet-4-6,lzma,150,-0.007830954466785046,-0.011937020146340621,-0.0035792015219815385,-0.4356555595426243,800,mid,NoT_vs_CoT
claude-sonnet-4-6,h_char5,150,-0.04195076683122481,-0.05692106443430811,-0.026144994429547836,-0.615988004050478,800,mid,NoT_vs_CoT
claude-sonnet-4-6,hrate_k5,150,-0.01279854166092175,-0.018090927248270734,-0.007157268894606383,-0.5060061195608894,800,mid,NoT_vs_CoT
claude-sonnet-4-6,mattr50,150,-0.03155939720867629,-0.03921019821068443,-0.02375906357887753,-0.8632642478772563,800,mid,NoT_vs_CoT
claude-sonnet-4-6,mean_sent_words,150,-46.2470510970511,-52.642017959817956,-38.99038774558775,-1.0645385844347466,800,mid,NoT_vs_CoT
claude-sonnet-4-6,mean_word_len,150,-0.19206599431382518,-0.2569294512178279,-0.12380269073716944,-0.4815708552133564,800,mid,NoT_vs_CoT
claude-sonnet-4-6,comma_per_word,150,0.016866168775802545,0.01295766392099272,0.020736272489504905,1.091489487534659,800,mid,NoT_vs_CoT
gpt-5.4-nano,gzip,115,-0.004829748912423029,-0.00943132772308786,-0.00037771902476502146,-0.24222788713541216,800,mid,NoT_vs_CoT
gpt-5.4-nano,lzma,115,-0.0017342907225787305,-0.007034388804681025,0.0034201936122655596,-0.07711533041979858,800,mid,NoT_vs_CoT
gpt-5.4-nano,h_char5,115,-0.03424521056864884,-0.05366252894687783,-0.01577463280835985,-0.4903038813852064,800,mid,NoT_vs_CoT
gpt-5.4-nano,hrate_k5,115,-0.01613920818865076,-0.022483767086656076,-0.010285910820975235,-0.5484122924182238,800,mid,NoT_vs_CoT
gpt-5.4-nano,mattr50,115,0.013343134071119247,0.003775157620074009,0.02235135599074344,0.33820545589315815,800,mid,NoT_vs_CoT
gpt-5.4-nano,mean_sent_words,115,-7.451749796097623,-11.041107729641398,-4.5265132188551105,-0.43073432263242234,800,mid,NoT_vs_CoT
gpt-5.4-nano,mean_word_len,115,0.3011007149603122,0.22369396743329426,0.3762825533911943,0.7142659331848109,800,mid,NoT_vs_CoT
gpt-5.4-nano,comma_per_word,115,0.004431670605961757,-0.0018239805478187602,0.01037374633539543,0.17915494602216653,800,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,gzip,144,-0.029899871182031898,-0.035399135911115626,-0.024293522020203146,-1.617273957722038,800,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,lzma,144,-0.02807994545552507,-0.03370048079024298,-0.022177070766966723,-1.3752792723111043,800,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,h_char5,144,-0.07576123298942132,-0.0993808997486451,-0.051627533994251025,-0.7923473790256672,800,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,hrate_k5,144,0.004016589588184437,-0.0009929828407547786,0.0089770337962501,0.13775406116109756,800,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,mattr50,144,-0.004652879829479248,-0.01210208382226104,0.0025551863802314207,-0.1407716993195406,800,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_sent_words,144,2.2730869775398608,0.7762041450357031,3.603783856991948,0.1851902964157236,800,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_word_len,144,0.446943106152915,0.36815001037861345,0.5217041803716523,1.3882927358408022,800,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,comma_per_word,144,0.022478242830708425,0.016368664884732636,0.028454756992126264,0.9561092770077608,800,mid,NoT_vs_CoT
POOLED,gzip,139,-0.0103863702294654,-0.012816560527636557,-0.00790906427266072,-0.5892193066830305,800,mid,NoT_vs_CoT
POOLED,lzma,139,-0.011611150405189806,-0.014317309511019284,-0.00894059930014454,-0.5968464765255775,800,mid,NoT_vs_CoT
POOLED,h_char5,139,-0.04686213781598078,-0.056939765069915355,-0.036619673401207475,-0.6423642054978919,800,mid,NoT_vs_CoT
POOLED,hrate_k5,139,-0.0073829776297239915,-0.01016967547068173,-0.004425263321925859,-0.27540168479735383,800,mid,NoT_vs_CoT
POOLED,mattr50,139,-0.009869832196621747,-0.014424358455589412,-0.005409384410083883,-0.2661432633075749,800,mid,NoT_vs_CoT
POOLED,mean_sent_words,139,-16.767251564041477,-19.32612177480257,-14.213622121798629,-0.6095384126595074,800,mid,NoT_vs_CoT
POOLED,mean_word_len,139,0.17941047724507078,0.13897837048322234,0.21908487895368334,0.46806460381011444,800,mid,NoT_vs_CoT
POOLED,comma_per_word,139,0.011569286884692536,0.008664083790254483,0.014431413776890818,0.5636714659667519,800,mid,NoT_vs_CoT
claude-haiku-4-5,gzip,150,-0.0066311682221608355,-0.010483641806453668,-0.0026148400235818316,-0.3478989638074554,800,mid,NoT_vs_VERBOSE
claude-haiku-4-5,lzma,150,-0.008856241841225593,-0.01319160396480875,-0.004473467196193874,-0.43073874343319946,800,mid,NoT_vs_VERBOSE
claude-haiku-4-5,h_char5,150,-0.03533601875960613,-0.04980539276998892,-0.020298234184022563,-0.5365797260899964,800,mid,NoT_vs_VERBOSE
claude-haiku-4-5,hrate_k5,150,-0.003984763778969626,-0.00923208900160629,0.0011006861785560788,-0.1539531060196989,800,mid,NoT_vs_VERBOSE
claude-haiku-4-5,mattr50,150,-0.007954471596395089,-0.01479807152639179,-0.001472145810434172,-0.209544504475661,800,mid,NoT_vs_VERBOSE
claude-haiku-4-5,mean_sent_words,150,-2.9158101136336434,-7.817057338794106,2.0251538905130775,-0.12470282720394936,800,mid,NoT_vs_VERBOSE
claude-haiku-4-5,mean_word_len,150,0.08324001551309683,0.013860786802857879,0.15579846011430945,0.2192509373106735,800,mid,NoT_vs_VERBOSE
claude-haiku-4-5,comma_per_word,150,0.006179012972649351,0.0014223201025744055,0.01062826687777396,0.3112577603100761,800,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,gzip,150,-0.0013399053742209391,-0.004774569764742594,0.002169863733531575,-0.08298289284199092,800,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,lzma,150,-0.009855153371617627,-0.013785720105763575,-0.006014167829432491,-0.5507119342082324,800,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,h_char5,150,-0.04708020711039902,-0.06082567376197704,-0.03270725252341363,-0.7692652111029824,800,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,hrate_k5,150,-0.009073888620966647,-0.014703496130909483,-0.0036277771980514108,-0.31403728227394484,800,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,mattr50,150,-0.026799939857229275,-0.03496459497024211,-0.018448666274857528,-0.6857126913847588,800,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_sent_words,150,-34.847184574684576,-41.22977965645466,-28.38918795278796,-0.8737843859284956,800,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_word_len,150,-0.18426665308415638,-0.2515126817411185,-0.1175981143781835,-0.4410109286784326,800,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,comma_per_word,150,0.0151766860537887,0.011167806920911455,0.019242843040408533,0.8913692666859631,800,mid,NoT_vs_VERBOSE
gpt-5.4-nano,gzip,113,-0.00443339393463542,-0.008974388894480389,0.0004912895152675309,-0.22404305877818073,800,mid,NoT_vs_VERBOSE
gpt-5.4-nano,lzma,113,-0.0027755131675008867,-0.008077195704597103,0.002655428114011837,-0.11887708770080163,800,mid,NoT_vs_VERBOSE
gpt-5.4-nano,h_char5,113,-0.040016410658847465,-0.05841622276175974,-0.021292830273046584,-0.6277684232109506,800,mid,NoT_vs_VERBOSE
gpt-5.4-nano,hrate_k5,113,-0.015021225347176544,-0.021272602425551068,-0.008946924207102818,-0.5012090260709089,800,mid,NoT_vs_VERBOSE
gpt-5.4-nano,mattr50,113,0.013532336913509316,0.0037415595847134263,0.02320549086376729,0.3541270583569395,800,mid,NoT_vs_VERBOSE
gpt-5.4-nano,mean_sent_words,113,-7.570991389315179,-10.662432711486613,-5.016287712132253,-0.4932909914600815,800,mid,NoT_vs_VERBOSE
gpt-5.4-nano,mean_word_len,113,0.3194614506445328,0.24786509095583412,0.39153195622112547,0.8091653269533946,800,mid,NoT_vs_VERBOSE
gpt-5.4-nano,comma_per_word,113,0.0006470078217971927,-0.004520774201740661,0.005976080946922686,0.02695005583460424,800,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,gzip,137,-0.02553915405246098,-0.030525943198145777,-0.02058344296625312,-1.3703683187621436,800,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,lzma,137,-0.022286002498568512,-0.027429010996953152,-0.017218929760922472,-1.1076320993171,800,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,h_char5,137,-0.0681836444717776,-0.09032878423568902,-0.045211548833841854,-0.6722383459951186,800,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,hrate_k5,137,0.017446531103906888,0.012652399549488514,0.022115028419752443,0.7147229983489631,800,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mattr50,137,-0.030601423898965897,-0.037718139748652686,-0.02342943430130159,-1.17706767907091,800,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_sent_words,137,4.878650095352543,3.4171806205759117,6.89149819111438,1.4244465915098532,800,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_word_len,137,-0.27309988389591705,-0.36264729237905546,-0.18073954947816137,-0.7662145189447941,800,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,comma_per_word,137,0.01958195837437553,0.013490376263408698,0.025228691146973455,0.8513604499938695,800,mid,NoT_vs_VERBOSE
POOLED,gzip,137,-0.009485905395869545,-0.01170371852190196,-0.007145439993684236,-0.5153127292754953,800,mid,NoT_vs_VERBOSE
POOLED,lzma,137,-0.010943227719728155,-0.013324981160974497,-0.008428185016348002,-0.5343109315291902,800,mid,NoT_vs_VERBOSE
POOLED,h_char5,137,-0.047654070250157554,-0.05748295877945942,-0.037608548411576265,-0.652287508125153,800,mid,NoT_vs_VERBOSE
POOLED,hrate_k5,137,-0.002658336660801482,-0.005495594016637177,1.9985650638390207e-05,-0.09741292092306338,800,mid,NoT_vs_VERBOSE
POOLED,mattr50,137,-0.012955874609770237,-0.017522241933475558,-0.008500387411349552,-0.3668781256508833,800,mid,NoT_vs_VERBOSE
POOLED,mean_sent_words,137,-10.113833995570214,-12.489689631978512,-7.797759846202867,-0.4931430957953376,800,mid,NoT_vs_VERBOSE
POOLED,mean_word_len,137,-0.013666267705610954,-0.05386311595384741,0.026777593459374197,-0.03529704177813039,800,mid,NoT_vs_VERBOSE
POOLED,comma_per_word,137,0.010396166305652694,0.007794910839445491,0.01300449655619043,0.4957255754417238,800,mid,NoT_vs_VERBOSE
claude-haiku-4-5,gzip,150,-0.017518481841966978,-0.02059967561051517,-0.01468109205834552,-1.081432337070033,1200,head,NoT_vs_CoT
claude-haiku-4-5,lzma,150,-0.019956038557912822,-0.023349685075870808,-0.01662899473603197,-1.1789104034000952,1200,head,NoT_vs_CoT
claude-haiku-4-5,h_char5,150,-0.06340540706796353,-0.07733533553243856,-0.050362380443977776,-0.990115409029926,1200,head,NoT_vs_CoT
claude-haiku-4-5,hrate_k5,150,-0.0028673017080162837,-0.006888880060236241,0.0012367450824296497,-0.11804629339161596,1200,head,NoT_vs_CoT
claude-haiku-4-5,mattr50,150,-0.028892947379012265,-0.03498547166657689,-0.023099708931505876,-0.8552364874227985,1200,head,NoT_vs_CoT
claude-haiku-4-5,mean_sent_words,150,-13.959971947986654,-19.937084956601133,-8.470416928033838,-0.37602007646812124,1200,head,NoT_vs_CoT
claude-haiku-4-5,mean_word_len,150,0.29770643790034346,0.23135331942202067,0.36267480655729667,0.8705044081328656,1200,head,NoT_vs_CoT
claude-haiku-4-5,comma_per_word,150,0.022231897233342804,0.017486934748804455,0.026559072078428593,1.3141771192521656,1200,head,NoT_vs_CoT
claude-sonnet-4-6,gzip,149,-0.0010434615991427702,-0.003712616510001901,0.0017252647827709024,-0.07240460293744279,1200,head,NoT_vs_CoT
claude-sonnet-4-6,lzma,149,-0.008854855196176863,-0.0117947401894721,-0.005804438408936661,-0.5659372191497228,1200,head,NoT_vs_CoT
claude-sonnet-4-6,h_char5,149,-0.028546117822603037,-0.0411535078495259,-0.016114368273529585,-0.47154783512111975,1200,head,NoT_vs_CoT
claude-sonnet-4-6,hrate_k5,149,-0.019235270787904633,-0.02374115122828645,-0.014691045614581793,-0.8071009301112995,1200,head,NoT_vs_CoT
claude-sonnet-4-6,mattr50,149,-0.03775176273439402,-0.04483828394484482,-0.030975914863992832,-1.1152253918930994,1200,head,NoT_vs_CoT
claude-sonnet-4-6,mean_sent_words,149,-34.35481039445706,-41.21407716094056,-27.829967596325687,-0.8221011479430288,1200,head,NoT_vs_CoT
claude-sonnet-4-6,mean_word_len,149,-0.1443999065199233,-0.21486773103510287,-0.07770131328125378,-0.4156394740637729,1200,head,NoT_vs_CoT
claude-sonnet-4-6,comma_per_word,149,0.032708867148005916,0.02936789602871882,0.036043896484565706,2.3609599641982557,1200,head,NoT_vs_CoT
gpt-5.4-nano,gzip,115,-0.003663970937853325,-0.007526494902417274,0.00013806308983174695,-0.2222032050923096,1200,head,NoT_vs_CoT
gpt-5.4-nano,lzma,115,-0.004757961921059748,-0.009092230918473956,-0.0004115508625839257,-0.25032356078787477,1200,head,NoT_vs_CoT
gpt-5.4-nano,h_char5,115,-0.030555228099615507,-0.04825334439586402,-0.012706380383155523,-0.4651126368808303,1200,head,NoT_vs_CoT
gpt-5.4-nano,hrate_k5,115,-0.01763526292627918,-0.023181899459073257,-0.011930733860414528,-0.6525706386782447,1200,head,NoT_vs_CoT
gpt-5.4-nano,mattr50,115,-0.004171850995728863,-0.010933592069055921,0.0024446062030254916,-0.12386258040954623,1200,head,NoT_vs_CoT
gpt-5.4-nano,mean_sent_words,115,-1.0293123614095478,-2.827690789722166,0.7143240589909509,-0.11537775058423859,1200,head,NoT_vs_CoT
gpt-5.4-nano,mean_word_len,115,0.2593452110725448,0.19991682709881295,0.3195157198253959,0.8296781805054941,1200,head,NoT_vs_CoT
gpt-5.4-nano,comma_per_word,115,0.013172602751320288,0.00806658313020375,0.018214806747081754,0.623352205375612,1200,head,NoT_vs_CoT
grok-4-1-fast-reasoning,gzip,144,-0.015847034038390162,-0.019101012534904396,-0.012503274044820989,-1.04421363818395,1200,head,NoT_vs_CoT
grok-4-1-fast-reasoning,lzma,144,-0.01605138937334213,-0.01961015275731714,-0.012329698758272944,-1.0180755233729497,1200,head,NoT_vs_CoT
grok-4-1-fast-reasoning,h_char5,144,-0.036203901865634096,-0.048910681645777394,-0.023304226387566424,-0.5906225454055325,1200,head,NoT_vs_CoT
grok-4-1-fast-reasoning,hrate_k5,144,0.008756762535835952,0.004031075783019624,0.0132610938984283,0.3333131058894447,1200,head,NoT_vs_CoT
grok-4-1-fast-reasoning,mattr50,144,-0.009436675187970632,-0.014368142947840095,-0.004447139383017499,-0.386467894004707,1200,head,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_sent_words,144,6.163990337816447,4.919964255097916,7.435900827179448,1.0364627763713556,1200,head,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_word_len,144,0.08532125176854816,0.040204812899980555,0.13031172037987795,0.3020559234881452,1200,head,NoT_vs_CoT
grok-4-1-fast-reasoning,comma_per_word,144,0.01221917963852947,0.008249244468366435,0.01621881063986931,0.6369500116545965,1200,head,NoT_vs_CoT
POOLED,gzip,139,-0.009518237104338308,-0.01115545740512833,-0.007919302259127412,-0.6113563654738473,1200,head,NoT_vs_CoT
POOLED,lzma,139,-0.012405061262122891,-0.01421144066504244,-0.01055424028870972,-0.7367789363392068,1200,head,NoT_vs_CoT
POOLED,h_char5,139,-0.039677663713954044,-0.047826063696638825,-0.03144440360774661,-0.630886762734801,1200,head,NoT_vs_CoT
POOLED,hrate_k5,139,-0.007745268221591035,-0.010392487424427206,-0.005096916113088359,-0.3054779402914025,1200,head,NoT_vs_CoT
POOLED,mattr50,139,-0.020063309074276444,-0.02388217768912062,-0.016387816848978293,-0.6382786853230092,1200,head,NoT_vs_CoT
POOLED,mean_sent_words,139,-10.795026091509204,-13.53454828685866,-8.112427311842412,-0.4604256478924166,1200,head,NoT_vs_CoT
POOLED,mean_word_len,139,0.12449324855537829,0.08596480948753857,0.16305964275994064,0.3876896431888347,1200,head,NoT_vs_CoT
POOLED,comma_per_word,139,0.02008313669279962,0.017875636101764122,0.022259791964237347,1.1300628591809356,1200,head,NoT_vs_CoT
claude-haiku-4-5,gzip,150,-0.013064582351696758,-0.01619731699896318,-0.009993472053704546,-0.877830328011392,1200,head,NoT_vs_VERBOSE
claude-haiku-4-5,lzma,150,-0.016540902135768434,-0.02012817298067914,-0.013102758829699891,-1.055258063943281,1200,head,NoT_vs_VERBOSE
claude-haiku-4-5,h_char5,150,-0.06515974440190718,-0.07923845518914858,-0.05117717644948325,-1.2182415479819186,1200,head,NoT_vs_VERBOSE
claude-haiku-4-5,hrate_k5,150,-0.00667034218417253,-0.01123840981728712,-0.002228648181719074,-0.2692885431407533,1200,head,NoT_vs_VERBOSE
claude-haiku-4-5,mattr50,150,-0.03074101853190811,-0.037300119987337024,-0.02430074675825652,-1.1616827967835406,1200,head,NoT_vs_VERBOSE
claude-haiku-4-5,mean_sent_words,150,-8.547713173536703,-13.513175204234763,-4.252692237174599,-0.31793707665685667,1200,head,NoT_vs_VERBOSE
claude-haiku-4-5,mean_word_len,150,0.09047538829560645,0.02716616916254599,0.15525670404490957,0.31100528048348125,1200,head,NoT_vs_VERBOSE
claude-haiku-4-5,comma_per_word,150,0.021431721234135843,0.016618246445047575,0.02587176684352833,1.2538937582682854,1200,head,NoT_vs_VERBOSE
claude-sonnet-4-6,gzip,150,-0.0007037364279738319,-0.0033442922199230086,0.0019849044706465274,-0.04780142920215602,1200,head,NoT_vs_VERBOSE
claude-sonnet-4-6,lzma,150,-0.008085911896623079,-0.011128350689403009,-0.0049488528030691105,-0.5106607667641001,1200,head,NoT_vs_VERBOSE
claude-sonnet-4-6,h_char5,150,-0.02700230358059547,-0.03918460210327205,-0.014655699592552161,-0.451922777485879,1200,head,NoT_vs_VERBOSE
claude-sonnet-4-6,hrate_k5,150,-0.01707095150455428,-0.021465478722499168,-0.012618366181921803,-0.6471443896559457,1200,head,NoT_vs_VERBOSE
claude-sonnet-4-6,mattr50,150,-0.03668308317582336,-0.04261322106514749,-0.030247527043519195,-1.1515978564000982,1200,head,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_sent_words,150,-22.922280062530064,-28.713650357975357,-17.88721508445259,-0.6334582670526414,1200,head,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_word_len,150,-0.1624908343611655,-0.2291063132165097,-0.09765721218481299,-0.4410644241400148,1200,head,NoT_vs_VERBOSE
claude-sonnet-4-6,comma_per_word,150,0.03181776226299371,0.0280756615593428,0.03562623959341577,2.2455828373219746,1200,head,NoT_vs_VERBOSE
gpt-5.4-nano,gzip,113,-0.006073036789785027,-0.009362330370097826,-0.0027299310990671053,-0.41870559019328785,1200,head,NoT_vs_VERBOSE
gpt-5.4-nano,lzma,113,-0.007701376983610848,-0.01143372769847659,-0.004010146364655506,-0.47920360772486115,1200,head,NoT_vs_VERBOSE
gpt-5.4-nano,h_char5,113,-0.045513800640898376,-0.06088637913011322,-0.030941866221709486,-0.8279016526536238,1200,head,NoT_vs_VERBOSE
gpt-5.4-nano,hrate_k5,113,-0.013991248721588254,-0.01917412307942625,-0.009026907033927183,-0.5769068738620551,1200,head,NoT_vs_VERBOSE
gpt-5.4-nano,mattr50,113,-0.010953003439087242,-0.01836406709156478,-0.0037505132022673513,-0.35447923264313896,1200,head,NoT_vs_VERBOSE
gpt-5.4-nano,mean_sent_words,113,-1.7566383678499757,-3.605058244496199,-0.12556683488720552,-0.20218994910103524,1200,head,NoT_vs_VERBOSE
gpt-5.4-nano,mean_word_len,113,0.2462005028909932,0.18177307676536128,0.31267310472739157,0.7773895480611113,1200,head,NoT_vs_VERBOSE
gpt-5.4-nano,comma_per_word,113,0.012152091182801692,0.006864137955234716,0.017227012820248144,0.5289478996214843,1200,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,gzip,137,-0.011820313351343696,-0.014779079891348731,-0.008641615568124008,-0.9242159626870488,1200,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,lzma,137,-0.012956891759385846,-0.016200406048254734,-0.009468633129868448,-0.9984049596765096,1200,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,h_char5,137,-0.04236334089901634,-0.05284616738781637,-0.03169068769888977,-0.9249695599345736,1200,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,hrate_k5,137,0.018261283594213775,0.014210972427615296,0.02218518345300049,0.8766901409876181,1200,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mattr50,137,-0.025403176447789867,-0.030404755715332046,-0.02053112406853419,-1.069198213719134,1200,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_sent_words,137,3.624504023956579,2.402044238288636,4.860535595511219,0.9117193872324822,1200,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_word_len,137,-0.5418063573983323,-0.6002799560882977,-0.4798836332562952,-1.9352332367774587,1200,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,comma_per_word,137,-0.02404648429738863,-0.02872782284505157,-0.018964254699957966,-0.98937671385738,1200,head,NoT_vs_VERBOSE
POOLED,gzip,137,-0.007915417230199829,-0.009614407215842776,-0.006217896220857475,-0.5564562204648174,1200,head,NoT_vs_VERBOSE
POOLED,lzma,137,-0.01132127069384705,-0.013251684567231466,-0.009316528916508532,-0.7477999367006852,1200,head,NoT_vs_VERBOSE
POOLED,h_char5,137,-0.04500979738060434,-0.05292218277058335,-0.037148685947100454,-0.8412608344869611,1200,head,NoT_vs_VERBOSE
POOLED,hrate_k5,137,-0.004867814704025323,-0.007118271935855502,-0.002528523511403822,-0.20233849279618002,1200,head,NoT_vs_VERBOSE
POOLED,mattr50,137,-0.025945070398652147,-0.029533413313667822,-0.0223755896885692,-0.9186167815653689,1200,head,NoT_vs_VERBOSE
POOLED,mean_sent_words,137,-7.400531894990041,-9.45579549059982,-5.538090739461745,-0.390867779926427,1200,head,NoT_vs_VERBOSE
POOLED,mean_word_len,137,-0.09190532514322453,-0.12856164623231767,-0.056332603478026815,-0.2926944589685529,1200,head,NoT_vs_VERBOSE
POOLED,comma_per_word,137,0.010338772595635651,0.007811959377789606,0.012857247767437989,0.526548545475858,1200,head,NoT_vs_VERBOSE
claude-haiku-4-5,gzip,150,-0.013517119187319161,-0.016910405510879575,-0.01009610890483268,-0.8353672116694719,1200,mid,NoT_vs_CoT
claude-haiku-4-5,lzma,150,-0.015740660703972127,-0.01930417571282265,-0.012085575536884224,-0.9686579692480264,1200,mid,NoT_vs_CoT
